	ADNP	AEBP1	AKNA	ARNT2	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH8	CBX2	CXXC4	DACH1	DZIP1	EGR3	ELF4	ETS1	ETV1	FEV	FOXA1	FOXA2	FOXP2	GATA2	GATA4	GATA6	GLIS2	GRHL3	HES4	HES6	HEYL	HHEX	HIC1	HIF1A	HMGN3	HOMEZ	HOXB9	HSF2	INSM1	ISL1	JAZF1	KCNIP3	LHX1	LMX1A	LMX1B	LTF	MAFA	MAFB	MAFF	MLXIPL	MXI1	MYRF	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NKX2-2	NKX6-1	NPAS3	NR4A2	NR4A3	ONECUT1	ONECUT2	ONECUT3	PAX4	PAX6	PBX1	PDX1	POU2F2	POU6F1	PRDM16	PROX1	RFX2	RFX3	RFX6	RORC	SIM1	SMAD9	SOX4	SPIB	ST18	TEAD1	TEAD2	TFCP2L1	TGIF2	TP73	TSHZ1	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP82	ZFP90	ZFP92	ZNF117	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853
CYMP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9484	0	0	0	0	0	0	0.9564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP27A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.54815	0	0.24324	0	0	0	0	0	0	0.36327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0734	0	0	0	0.59106	-0.4226	0	0	0	0	0	0	0.6508	0	0	0	0	0	0	0	0	0	0	0.97765	0	-0.84244	-0.45075	0	0	-0.83444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CYP4F24P	0	0	0	0	0.54236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29539	0	0	0	0	0	0	0	0	0	0.30698	0.048841	0	0	0	0.65508	0.2122	0	0	0	0	0	-0.65508	0	0	-0.88866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DACH1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81885	0	0	0.71164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81002	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36134	0	0	0	0	0	0	0	0	0.52594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DACT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91391	0	-0.83444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.088714	0	0	0	0	0	0	0	0	0	-0.72365	0	0
DBC1	0	0	0	0	0	0.17012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35844	0	0	0	0	0	0	0	0.36134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DCHS1	0	0	0	-0.51187	0	0	0	0	0	0	0	0	0	0	0	0	0.20171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43446	0	0.43143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76738	0	0	0	0
DCX	0	0	0	0	0	0.56554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49807	0	0	0	0	0	0	0	0	0	0	0	0	0.81002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDC	0	0	0	0	0	0	0.48303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2122	0	0	0	0	0	0	-0.63383	0	0	0	0	0	0	0	0	0	0	0	0
DDN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DEFB1	0	0	0	0	-0.1944	0	0	0	0	0	0	0	0	0	0	0	0.21592	0	0	0.45626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32478	0	-0.42688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DENND2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88866	0	0	0.83444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73951	0	0	0	-0.23979	0	0	0	0	0	0	0	0	0	0	0.42908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93102	0	0	0
DGKB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.030629	0	0.73951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47448	0	0	0
DHRS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41529	0.94123	0	0	0	0	0	0	0	0	0	0	-0.22861	0	0	0	0	0	0	0	0	0	0	-0.74986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081402	0.68198	0	0	-0.15618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIRAS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016832	0	0.45392	0	0.53905	0	0	0	0	0	0	0	0	0.1955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70792	0	0	0	0	0	0	0	0	0	0	0	0
DKFZP434K028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62873	0	0	0
DKK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4753	0	-0.17232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90549	0	0	0.76118	0	0	-0.11948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16391	0	0	0	0	0	0	0	0	0	0	0	0	0.5992	0	0.052704	0.73951	0	0	0	0	0	0	0	0	0	0	0.91391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLGAP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.28242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38893	0	0	0	0	0	0	-0.13038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21882	0	0.0028974	0	0	0	0	0	0	0	0	0	0	0	-0.35127	0	-0.43805	0
DLL1	0	0	0	0	0	0	0.83444	0	0	0	0	0	0	0	0	-0.1886	0	0	0	-0.27649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.19854	0	0	0	0.5098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36134	0	0	0	0	0.1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85858	0	0	0	0	0.91887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98193	0	-0.036976	0	0	0	0	0	0	0	0	0	-0.81885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLL4	0	0	0	0	-0.1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.38521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91887	0	0.086231	0	0	0	0.74986	0	0	0	0	0	0	0	0.21137	0	0	-0.35458	0	0	0	0	0.3779	0	0.11107	0.81416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7769	0	0	0.45626	0	0	0.14832	0	0.13714	0.90549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71703	0	0	0	-0.31043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5992	0	0	0	0	0	0	0	0	0	0	0.70792	0	0.058775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86369	0	0	0	0	0	0	0	0	0	0	-0.32478	0
DNAJC12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21468	0	0.46427	0	0	0	0	0	0	-0.93405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAPTP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60927	0	0	0	0.17991	0
DNER	0	0	0	0	0	0.24641	0	0	0	0	0	0	0	0	0	0	-0.24917	0	0	0.004553	0	0	0	0	0	0	0	0	0	0	0	-0.29263	0	0	0	0	0	0	0	0	0	-0.1181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10927	0	0	0	0
DOCK8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.61741	0.083057	0	0	0	0	0	0	0	0	0	0.40246	0	0	0	0.49807	0	0	0.40591	0.35637	0.96289	0	0	0	-0.94371	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77359	0	0.70268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.50028	0	0	0
DOK6	0	0	0	0	0.77359	0	0	0	0	0	0	0	0	0	0	-0.65508	0	0.53159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29539	0	0	0	0	0	0	-0.15618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPEP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88866	0	0.82354	0	0	0	0	0	-0.093819	0.5287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.011451	0	0	0	0	0	0	0	0	0	0	0.90204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7987	0	0	0	0	0	0	0	-0.49214	0	0	0	0	-0.39735	0	0	0	0	0	0	0	0	0	0	0	0
DPP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58375	0.40149	0	0.49807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13949	0	0.26987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.42646	0	0	0	0	0	0	0	0	0	0.98372	0	0	0	0	0.67329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.68709	0	0	0	0
DPYSL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32478	0	0	0	0	0	0	0	0	0	-0.057395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38093	0
DPYSL4	0	0	0	0.046909	0	0	0	0	0	0	0	0	0	0	0.57809	0	0	-0.63383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82768	0	0	0	0	0	0	0	0.29263	0.22655	0	0	0	0	-0.32174	0	0	0	0	0	0	0	0	0	0.22572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DQ583756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.51187	0	0	0	0	0	0.82354	0	0	0	0	0	0	0	0	0.6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47875	0	0	0	0	0	0	0	0
DQ592230	0	0	0	0	0.063052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65508	0.73482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.74986	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.068295	0	0	0	0	0	0	0	0
DQ598910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DSCAML1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.038493	0	0	0	0	0	0	0	0	0	0.99007	0	0	0	0	0	0	0	0	0	0	0	0	-0.039597	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.097406	0	0	0	0	0	0	0	0.44881	0	0	0	0	0	0	0	0	0	0	-0.076435	0	0	0.11534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DTX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82354	0	0	0.55519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46123	0.51642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUSP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.34065	0	0	0	0	0	0	0	0	0	0.27345	0	0	0	0	0	0.65508	0	0	0	0	0	0	0	-0.67329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48386	0
DUSP26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DYNC1I1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22655	0	0	0	0	0	0	0	0	0.45392	0	0	0	0	0	0	0	0	0	-0.12321	0	0	0	0	0	0	-0.057395	0	0	0	0	0	0	0.68198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DZIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.74986	0	0	0	0	0.15259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26311	-0.81885	0	0	0	-0.96289	0	0	0.74986	0	0	0	-0.43805	0	0	0	0	0	0	0	0	0	0	-0.23689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECEL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EDIL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFCC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15618	0	0	0	0	0	-0.92757	0.40246	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.89432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.85334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFNB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.82768	0	0.66211	0.3532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93405	0	0	0	-0.84244	0	0	0	0	0	0.22655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12942	0	-0.45254	0	0	0	0	0	0	0	0	0	0	0.09713	0.6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.082092	0	0	0	0	0	0	0.31609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70792	0	0
EGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81416	-0.63383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62376	0	0	-0.5694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1439	0	0	0
EID1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65508	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56554	0
EID2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.14832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49214	0	0.29539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62873	0	0	0	0	0	0	0	0	0	0	0.84244	0	0	0	0	-0.66722	0	0	0	0	0	0	0	0	0	0	-0.63976	0
EIF4EBP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.18143	0	0	0	0	0	0	0	0	0	-0.76118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31457	0	0	0.74986	0	0	0	0	0	0	0	0	0	0	-0.26876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.70792	-0.91887	0.053118	0.97254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.68198	0	0	0	0	0	0	0	0	0	0	0	0	0	0.84244	0	0	0	0	0	0	0	0
ELAVL4	0	0	0	0	0	-0.064983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.089542	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90204	0	-0.41129	0	0.40246	0.73482	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.027318	0	0	0
ELF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85858	0	0	0	0	0	0	-0.9564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELFN1	0	0	0	0	0	0	0.46909	0	0	0	0	0	0	0	-0.80491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72861	0	0	0	0	0	0	0	0	0.89432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELL2	0	0	0	0	0	0	-0.49462	0	0	0	0	0	0	0	0	0	0.6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14335	-0.058499	0	-0.74986	0	0	0.49214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL4	0	0	0	0	0	0	0	-0.59106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97434	0	0	0	0	0	0	0	-0.28284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EMB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9564	0	0.52001	0	0	0	0	0	0	0	0.38093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24793	0	0	0.15356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4186	0	0	-0.12321	0	0	0	0	0	0	-0.7769	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.004553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
