	ADNP	AEBP1	AKNA	ARNT2	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH8	CBX2	CXXC4	DACH1	DZIP1	EGR3	ELF4	ETS1	ETV1	FEV	FOXA1	FOXA2	FOXP2	GATA2	GATA4	GATA6	GLIS2	GRHL3	HES4	HES6	HEYL	HHEX	HIC1	HIF1A	HMGN3	HOMEZ	HOXB9	HSF2	INSM1	ISL1	JAZF1	KCNIP3	LHX1	LMX1A	LMX1B	LTF	MAFA	MAFB	MAFF	MLXIPL	MXI1	MYRF	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NKX2-2	NKX6-1	NPAS3	NR4A2	NR4A3	ONECUT1	ONECUT2	ONECUT3	PAX4	PAX6	PBX1	PDX1	POU2F2	POU6F1	PRDM16	PROX1	RFX2	RFX3	RFX6	RORC	SIM1	SMAD9	SOX4	SPIB	ST18	TEAD1	TEAD2	TFCP2L1	TGIF2	TP73	TSHZ1	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP82	ZFP90	ZFP92	ZNF117	ZNF382	ZNF492	ZNF519	ZNF846	ZNF853
SLC6A17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53394	-0.33209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1995	0.29194	0.70268	0	0	0	0	0	0	-0.5992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28974	0	0	0	0	0.7878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064983	0	0	0	0	0	0	0	0	0	0	0	0	-0.36741	0	-0.31457	0	0.51642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A2	0	0	0	0	0	0	0.54815	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76738	0	0	0	0	0	0	-0.21882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59547	0	0	0	0	0	0	0	0	0	0	-0.90204	0.26876	0	0	0	0	0	0	0	-0.14983	0	0	0	0	0	0	0	0	0	0	-0.93405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72861	0
SLC7A4	0	0	0	0	-0.69288	0	0	0	0	0	0	0	0	0	0.5992	0	0	0	0	0	0	0	0.62873	0.13507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.84244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81416	0	0	0	0	0	0	0	0	0	0	0	0.6508	0	0	0	0	0	0	0	0.69288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC8A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74986	0	0	0	0	0.49462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57423	0	0	0	0	0	0.99007	0	0	0	0	-0.51642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMAD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35637	0.64528	0	0	0	0	0.086231	0.5992	0	0	0	0	0	0	0	0	0	0.81885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMARCA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9484	0	0	0.28698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.64528	0	0	0	-0.17232	0	0	-0.27263	-0.17232	0	0	0	0	0	0	0	0	0.36327	0	0	0	0	0	0	0	0
SMARCC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55519	0	0	0	0	0.74572	0.86369	0	0	0	0	0	0	0	0	0	0	0	0.26876	0	0	0	0	0	0	0	0	0	-0.63383	0	0	0	0	-0.8699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.051049	0	0	0	0	0	0.28284	0	0	0.91391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93405	0
SMARCD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40246	0	0	-0.20171	-0.14666	0	0	0	0	0	0	0	0	0	0	0	0	-0.053118	0	0	-0.28615	0	0.35127	0	0	0	0	0	0	0	0	0	0	0.28284	0	0	0	-0.57809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMOC1	0	0	0	0	0	0	0.90549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041115	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36327	0	0	0	0	0	0.4186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SMOC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3463	0	0.16322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.058775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.058775	0	0.37279	0	0	0	0	0	0	-0.42301	0	0.25607	0	0	0	0	0	0	0	0
SMTNL2	0	0	0	0	0.50028	0	0	0	0	0	0	0	0	0	0	-0.91391	0.1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74572	0	0	0	0	0	0	0	0	0	0	-0.28284	0	0	0	0	-0.18033	0	0	0	0	0	0	0	0	0.55753	0	0	0	0	0	0	0	0
SNAP25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16391	0	0	0	0.19109	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74572	0	0.55753	0	0	0	0	0	0	0	0	0	0	0	0.91004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNED1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69288	0.39183	0	0.43143	0.92757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027318	0.7878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76118	0
SOCS1	0	0	0	0	0	0	-0.28615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93405	0	0.46978	0	0	0	0	0	0	0	0	0.44371	-0.93405	0	0	0	0	0	0	0	0	0	0	0	0.81416	0	0	0	0	0.23206	-0.23689	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56222	0	0	0
SOGA3	0	0	0	0	0	0.18143	-0.0026214	0	0	0	0	0	0	0	0	0	0	0.029525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48469	0	0	0	0	0	0	0	0	0	0	0	0	0.32174	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069536	0	0	0
SOX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36631	0	0.97765	0	0	0	0	0	0	0	0.042081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99407	0	0.67329	0	0	0	0.90204	0	0	0	0	0	-0.094647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96923	0
SPAG8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41129	0	0	0	0	0.34437	0	0	0	0	0	0	0	0	0.23979	0	0	0	0	0	0	0	0	0	0.37459	0	0	0	0	0.023041	0	0	0	0	0	0	0	-0.94371	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPARC	0	0	0	0	-0.28284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61327	0	0	0	0	0	0	0	0	0	0	0.5992	0	0	0	0	0	0.81002	0	0	0	0	0	0	0	-0.48938	0	0	0	0	0	0	0	-0.91887	0	0	0.97254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPC25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14059	0	-0.62873	0	0	0	0	0	0	0	0	-0.9237	0	0	-0.85858	0	0	-0.42522	0	0	-0.7987	0.59106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.63976	0	0	0	0	0	0	0	-0.29829	0	0	0	0	0	0	0	0	0	0	0	0	0.74986	0	0	0	0	0	0	0	0	0	0	0	0
SPDYE7P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.034768	0.20557	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02649	0	0	0	0	0	0	0	0	0	0	0.0028974	0	0	0	0	0	0	0	0.20999	0.7936	0	0	0	0.10375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3016	0.88866	0
SPEG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25897	0	0.83444	0	0	0	0	0.24558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69826	0	0	0	0	0	0	0	0.71164	0	0	0	0	0	0	0.73951	0	0	0	-0.39735	0	0	0	0.82768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPIB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.85858	-0.12238	0	0	0.71164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65508	0	0	0	0	0	0	0	0	0	0	-0.52594	0	0	0	0	0	0	0	0	0	0	-0.10444	0	0.32947	0	0	0	0	0	0.76118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPINK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37459	0.95185	0	0	0	0	0	0	0	0	0	0	0.74572	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPOCK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86369	0	0.87362	0	-0.69288	0	-0.13756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3016	0	0	0.94371	0	0	0	0	0	0	0.060568	0	0	0	0	0	0	0	-0.27414	0	0	0	0	0	0	0	0	0	0	-0.59106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.64528	0	0	0	0	0	0	0	0	0	0	0	0
SPON1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.24986	0	0	0	0	0	0.83444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72861	0	0.17232	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.63976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPON2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98372	0	0	0.70268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.17508	0
SPP1	0	0	0	0	-0.48469	0	0	0	0	0	0	0	0	0	0	0	0	0.69826	0.74986	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88411	0	0	0	0	0	0	0	0	0.71703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.30698	0	0.74986	0	0	0	0	0	0	0	-0.33858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPRED3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81416	0	0	0	0	0	0	-0.88866	0	0	0	0	0	0	0	0	0	0	0	-0.38893	0	0	0	0	0	0	0	0	0.82768	0	0	0	0	0	0	0	0	0	0	0	-0.26987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71164	0	0	0
SPTBN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57423	0.15121	0	0	0	0.50304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62376	0.11051	0	0	0	0.62376	0	0	0	0	0	0	0	0	0.97434	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.51642	0	0	0	0	0	0	0	0	0	0	0	0
SRCIN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86369	0	0.88866	0	0	0	0	0	-0.23096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94371	0	0	0	0	0	0.49462	0	0	0	0	0	0	0	0	0	0	0	0.11107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSBP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95185	0	0	0.091474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97765	0	0	0	0.44054	0	0	0	0	0	0	0	0	0	0	0	0	0	0.057395	0	0	0	-0.27263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.91391	0	0.988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.42577	0.63976	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.011865	0	0	0	0	0	0	-0.63383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10762	0	0	0	0	0	0	0	0	0.69826	0	0.78284	0	0.29015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.068295	0	0	0	0	0	0	0	0.21468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTR3	0	0	0	0	0	0	0.58375	0	0	0	0	0	0	0	0.35127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95185	0.36327	0	0	0	-0.68709	0	0	-0.73482	0	0	0	0	0	0	0	0	0	0	0.28974	0	0	0	0	0.17508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTR5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.46551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.72861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27828	0
SSTR5-AS1	0	0	0	0	0.76118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.41073	0	0	0	0	0	0	0	0	0	0	0	-0.85334	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47765	0	0	0	0	0	0.99007	0	0	0	0	0	0	0	-0.72861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48703	0	0.044702	0	0	0	-0.48386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99558	0.7987	0	0	0	0	0	0	0.3423	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44605	0.99986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST6GALNAC5	0	0	0	0	0.29843	0	0	0	0	0	0	0	0	0	0	-0.063052	0	0	0	0	0	0	0	0	-0.021937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54815	0	0	0.31747	0	0	0	0	0	0	0.82768	0	0	0	0	0	0.099338	0	0	0	0.88866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5287	0	0	0	0	0	0	0	-0.84244	0	0	0	0
ST8SIA3	0	0	0	0	0.46978	0	0	0	0	0	0	0	0	0	-0.29788	-0.84244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69288	0	-0.39735	0	0	0	0	0	0	0	0.038079	0	0	-0.30298	0.44702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST8SIA5	0	0	0	0	-0.48703	0	0	0	0	0	0	0	0	0	0	0	0	0.076021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4753	0.80491	0	0	0	0	0	0	0	0	0.91887	0	0	0	0	-0.1835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ST8SIA6-AS1	0	0	0	0	0	0	0	-0.047461	-0.9237	0	0	0	0	0	0	0	-0.84244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.16391	0.15356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.052704	0	0	0	0	0	-0.46978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45337	0	0
STARD8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.071468	0.074779	0.73951	0	0	0	0	0.30298	0	0	0	0	0	0	0	0	0	0	0	0	-0.48469	0	0	0	0	0	0	0	0
STARD9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.051049	0	0	0	0	0	0	0	0	0	0	0.32078	0	0	0	0	0	0	0	0	0	0.97434	0.5992	0	0	0	0	0	0	0	0.2391	0	0	0	-0.50028	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29084	0	0	0	0	0	0.9564	-0.28242	-0.033251	0	0	0	0	0	0	0	0	0	0	0	0.021937	0.85858	0	0	0	0	0	0	0	0	-0.45337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28573	0	0	0	-0.66722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STK33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59106	0	0	0	0	0	0.12804	0.7936	0	0	-0.25124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52594	0	0	0	0	0	0	0.30298	0	0	0	0	0	0.64528	0	0.26311	-0.46551	0	0	0	0	0	0	0	0	0.56222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMN2	0	0	0	0	-0.4753	0	0	0	0	0	0	0	0	0	0	0	0.17467	0	0.87362	0	0	0	0	0.55753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.58375	0.71703	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96923	0	0	0	0	0.23013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMN3	0	0	0	0	0	0	0.60541	0	0	0	0	0	0	0	0	-0.71703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81885	0	0	0.47448	0	0	-0.050497	0.38893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.46978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMN4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68709	0.49214	0	0	0	0	0.3016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88411	0	0	0	0	0	0	-0.3194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STMND1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50442	-0.95944	0	0	0	0	0	0	0.38093	0.4186	0	0	0	0	0	0	0	0	0	-0.30698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STX1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.72365	0	0	0	0	0	0	-0.015453	0	0	0	0	0	0	0	0	0	-0.28698	0.96661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61741	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.041805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STXBP1	0	0	0	0	0	0	0.95944	0	0.62873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.63976	0	0	0	0	0	0	0	-0.11948	0	0	0	0	0	0	0	0	0	0	-0.28284	0.44605	0	0	0	0	0	0	0	0	0	0.96289	0.55753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STXBP5L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86369	0	0.9386	0	0	0	-0.27263	0.55519	0	0	0	0	0	0	0	0	-0.53394	0	0	0	0	0	0	0	0	0	0	0.58375	0.48938	0	0.95185	0	0	0	0	0	0	0.85334	0	0	0	0	0	0	0	-0.16391	0	0	0	0	0	0	-0.67826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.53394	0	0	0	0	0	0	0	0	0	0	0	0
SUCNR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98193	0	-0.6508	0	0	0	0	0	0	0	0	0	0.3463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULT1C2P1	0	0	0	0	0.44992	0	0	0	0	0	0	0	0	0	0	0	-0.013107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45075	0	0	0	0	0	0	0	0	0.17646	0	0	0	0	0	0	0	0	0	0	0	0	-0.5992	0	0	0	0	0	0	0	0	0	-0.13038	0	0	0	0	0.51462	0	0	0	0	0	0.50442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SULT2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.056705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053118	0	0	0	0	0	0	0	0	0	0	0	-0.90204	0	0	0	0	0.93405	0	0	0	0	0	0	0	0	0	0	-0.81885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86369	0	0	0	0	0	0	0	0	0	0	0	0
