	ADNP	AEBP1	AKNA	ARNT2	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	EGR3	ELF4	ETS1	ETV1	FEV	FOXA1	FOXA2	FOXD4L5	FOXJ1	FOXP2	GATA2	GATA4	GATA6	GLIS2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HIF1A	HLF	HMBOX1	HMGN3	HOMEZ	HOXB9	HSF2	INSM1	ISL1	JAZF1	KCNIP3	LHX1	LMX1A	LMX1B	LTF	MAFA	MAFB	MAFF	MLXIPL	MXI1	MYRF	MYSM1	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NKX2-2	NKX6-1	NPAS3	NR4A2	NR4A3	ONECUT1	ONECUT2	ONECUT3	PAX4	PAX6	PBX1	PBX3	PDX1	PLAG1	POU2F2	POU5F1	POU6F1	PRDM16	PROX1	RFX2	RFX3	RFX6	RORC	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TEAD1	TEAD2	TET1	TFCP2L1	TGIF2	TP73	TSHZ1	ZBTB25	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP69B	ZFP82	ZFP90	ZFP92	ZNF117	ZNF382	ZNF492	ZNF514	ZNF518A	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
RSPH4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.51724	0	0	0	0	0.74164	0	0	0	0.8888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.54235	0	0	0	0	0	0	0	0	0	0	0	0	-0.54311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.68085	0	0	0	0	0	0	0	0	0	0.94557	0.39853	0.85089	0	0	0	0	0	0	0.71299	0.46051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RTEL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37116	0	-0.47346	0	0	0	-0.60858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51065	0	0	0	0	0	0	0	0	0	0	0	0	0.9559	0	0	0	0	0	0	0	-0.81108	0	0.8971	0	0	0	0	0	0.87457	0	0	0	0	0	0	0	0	0	0.50195	0	0	0	0	0	0	0	0	0.35642	0	0	0	0
RTN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86512	0.73238	0	0	0	0	0	0.88673	0.86198	-0.76047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85431	0	0	0	0	0	0	0	0	0	0	0	0.99468	0.43147	0	0	0	-0.76285	0	0	0	0	0	0	-0.34291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.77461	0	0
RTN4RL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93123	0	-0.70739	0	0.42793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8263	0.31307	0	0	0	0	0	0	0.70262	0	0	0	0	-0.57573	0	0	0	0.97799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUNDC3A	0	0	0	-0.80513	0	0	0	0	0.33981	0	0	0	0	0	0	0	0	-0.97799	0	0	0	0	-0.66095	0.65419	0	0	0	0	0	0	0	0	0	0	0.65228	0	0	0	0	0	0	0	0	0	0	0	0.40667	0.48355	0	0	0	0	0	0	0	0	0.65228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81577	0.4654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92229	0	0	0	0	0	0	0	0.99015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUNX1T1	0	0	0	0	-0.69627	0	0	0	0	0	0	0	0	0	0	0	0	-0.73278	0	0	0.97143	0	0	0.79265	0.34291	0	0	0	0.64068	0.92646	0	0.76214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63854	0	0	0.47743	0	0	0	0	0	0	0	0	0.98073	0	0	0	0	0	0	0	0	0	0	0	0.52511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79662	0	0	0	0	0	0	0	0	-0.74227	0	0.56933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RUSC1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92229	0	0	0	0	0	0	0	0	0	0	-0.78876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.91653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57747	0	0	0	0	0	0	0	0	0.30997	0	0	0	0	0	0	0	0	-0.4849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97704	0	0
RYBP	0	0	0	0	0.84636	0	-0.79058	0.71287	0	0	0	0	0	0	0	0	0	0	0	-0.68498	0	0.8447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.82213	0.45693	0	0	0	0	0	0	0	0	0.72749	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74589	0	0	0	0	0	0	0	0	0	0	0	0.91196	0	0.99015	0	0	0	0	0.71347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54934	0	0
S100A1	0	0	0	0	-0.3791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61307	0	0	0	0	0	0	0	-0.93762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40695	0	0	0	0	0.51383	0.67159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45836	0.98347	0.52018	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99015	0.45022	0	0	0	0	-0.61629	0	0	0	0	0	0	0	-0.9654	0	0	0	0	-0.68625	0	-0.31621	0	0	0	0	0	0	0	-0.77863	0	0
S100G	0	0	-0.56265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD11	0	0	0	0	-0.58788	0	0.73866	0	0	0	0	0	0	0	0	0	0	-0.99225	0	0	0	0	0	0	0	0	0.65419	0	0	0.85836	0.38745	-0.54541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31291	0	0	0	-0.58017	0	-0.58435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49388	0	0.90882	0	-0.48816	0	0.50711	0	0	0.96869	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85836	0	0	0	0	0	0	0.92646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33834	0	0	0	0	0.44319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66595	0.70159	0	0	0.5143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31033	0	0	0	0.40123	0	0	0	0.31851	0	0	0	0	0	0	0	0	0.99225	0	0	0	0	0	0	0	0	-0.61887	0	0	-0.38586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SAMD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76639	0	0	0	0.36126	0	0.5064	0	0	0	0	0	0	0	-0.59027	0	0	0	0	0	0	0	0	0	0	0	-0.76555	0	0.39201	0	0	0	0	0	0	0	0	0	0	0	0.66965	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95217	0	0	0	0	0	0	0	0.77143	0.53226	0	0	0	0	0.90882	0.61259	0	0	0	0	0	0	0.55963	0.36106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37056	0	0	0	0
SAP30	0	0	0	0	0.95797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.64378	0	0	0	0	-0.50687	0	0.4259	0	0	0	0	0	0	0	0	0	0	0	-0.89229	0	-0.81518	0	0	0	-0.37374	0	0	0	0	0	0	-0.48323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63584	0	0	0	0	0.96869	0	0	0	0	0	0.98613	0	0	0	0	0	-0.89229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31681	0	0
SBK1	0	0	0	0	0	0.35292	0	0	0	0	0	0	0	0	0	0	0	-0.39917	0	0	0	0.33512	0	0	0.33925	0	-0.35642	-0.5741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44855	0	-0.51474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38876	0	0	-0.66587	0	0	0	0	0	0	0	0	0	0	0.92018	0.98474	0	0	0	0	0	0.74772	0.5851	0	0	0	0	0.78768	0	0	0	0	0	0	0	0	0	0	0	0	-0.60739	0	0.42523	0	0
SCARA3	0	0	0	0	0	0	0.58752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88498	0	-0.56103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69285	0	0	0	0	0	0	0	-0.67159	0	0	0	0	0	-0.89229	0	-0.53127	0	0.40803	0	0	0	0.70969	0	0	0	0	0	0	0	0	0	-0.84164	0	0	0	0	0	0	0	0	0	0	0	0
SCG2	0	0	0	0	-0.31756	0	0	0	0.84926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96869	0	0	0	0.83262	0	0	0	0	0	0	0.99801	0	0.79762	0	-0.32038	0	0	0	0	0	0	0	0	0	0	0	0	-0.8888	0	0	0	0	0	0	0	0	0.89472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCG3	0	0	0	0	-0.88673	0	0	0	0	0	0	0	0	0	0	0	0	-0.90505	0	0	0	0	0.80818	0	0	0.59964	0	0	0	0.83687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61176	0	0	0	0	-0.91816	0	0	0.41526	0	0	0	0	0	0	0	0	0.98796	0	0	0	0.63854	0	0	0	0.43623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39825	0	0	0.93123	0	0	0.92229	0	-0.871	0	0	0	0	0	0	0	0	-0.69778	0	-0.85089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCG5	0	0	0	0	-0.79988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72316	-0.79058	0.98196	0	0	0.50262	0	0	-0.53882	0	0	-0.48161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.39778	0	0	0.89019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87847	0	0	0	0	-0.51692	0	0	0	-0.72654	0	0	-0.41629	0	0	0	0	0	-0.62729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGB1A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67632	0	0	0.5414	0.98915	0	0.66595	0	0	0.95217	0	0	0.85979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80846	0	0	0.66806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41335	0	0	0	0	0	0.99825	0	0	0	0.47128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.58435	0	0	0	0	0	0	0	0
SCGB1C1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99015	-0.64068	0	0	0	0	0	0	0	0	0	-0.79162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40715	0.84926	0.92229	0	0	0	0	0	-0.34831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39825	0	0	0	0	0	0	0.52384	0.59182	0	0	0.46965	0	0	0	0	0	0	0	0	0.69162	0	0	0.5228	0	0	0	0	0.8203	0.70107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99825	0	0	0	0.63242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40822	0	0
SCHIP1	0	0	0	0	0.76047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91422	0	-0.36599	0	0	0	0	0	0	0	-0.88498	0	0	0	0	0	0	0	0	-0.78768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97612	0	0	0	0	-0.50711	0	0	-0.42062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN1B	0	0	0	0	0	0	0.90306	0	0.59138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76555	0	0	0.4826	-0.59909	-0.63242	0	0	0	0	0	0	0	0	-0.94386	0	0	0	0	0	0	0	0	0	0	0.60461	-0.4677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96194	0.86198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50799	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4031	0	0	0	0	0	0	0.72447	0.98073	-0.92229	-0.69388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51498	-0.57008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.89019	0.64478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42392	0.3741	0	-0.83262	0	0	0	0	0	0	0	0	-0.74287	0	0	0	0	0	0	0	0	0	0.64887	0	0	0	0	0	0	0
SCN3A	0	0	0	0	0	0.30739	0	0	0	0	0	0	0	0.32193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7435	0	0.37823	0	0	0	0	0	0	0	0	0	0	0	0.89901	0	0	0.77282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87847	0	0	0	0.81963	0.72896	-0.41251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN3B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7058	-0.33739	0.91653	0	0	0	0	0	0	0.78852	0.93123	0.4654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56615	0.44652	0	0	0	0	0	0	0.49889	0	0	0	0	0.871	0	0	0	0	0	0	0	0.43953	0	0	0	0	0.34466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SCT	0	0	0	0	0.79706	0	0	0	0	0	0	0	0	0	0	0	0	-0.39615	0.79138	-0.3758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33039	0.8054	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79046	0.86512	0	0	0	0	0	0	0.91422	-0.73576	0	0	0	0	0	0	0	0	-0.8888	0	0	0	0	0	0	0	0	0	0	0	0	0
SCUBE1	0	0	0	0	0	0	0.55447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56309	0	0	0	0	0	-0.78482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55725	0	-0.52324	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.84164	0	0	0	0	0.55824	0	0	0.62265	0	0.70385	0	0	-0.44366	0	0	0	0	0	0	0	0	0.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60417	0	0
SCUBE3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.9654	0	0.39476	0	0	0	0	0	0	0	0	0	-0.86512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39273	0	0	0	0	0	0	-0.40882	0	0	0.72793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43834	0	0	0	0	0	0	0.67708	0	0	0	0	0	0	0	0	0	0.6505	0.71986	0	0	0	0	0	0	0	0	-0.38458	0	0	-0.41939	0	0	0	0	0	-0.56265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDCBP2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37298	0	0	0	-0.44458	0	0	0	0	0	0	0	0.61069	0	0	0	0	0	0	-0.57584	0	0	0	0	0	0	0	0.88673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97143	0	0	0.37028	0	-0.78021	0	0	0	0	0	0.412	0	0	0.70032	0	0	0.58788	0	0	0	-0.36567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDK1	0	0	0	0.99646	-0.46035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82932	0	0.78935	0.79384	0	0	-0.65812	0	0	0	0	0	0	0	0	0	0.73008	0	0	0	0	0	0	0	0	0	0	0	0	-0.85089	0	0	0	0	0	0	0	0	0	0	0	0.38979	0	0	0.67259	0	0	0	0	0	0	0	0.31251	0	0	0	0	0	0	0	0	0	0	0	0.46508	0.34521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72888
SDK2	0	0	0	0	0	0.37557	0.95217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37954	0	0	0	0	0	0	0	0	-0.36452	0	0	0	0	0	0	0	0	0	0.92912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65526	0.98347	0	0.59571	0	0	0	0	0	0	0	0	-0.37187	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66222	0	0	0	0	0.52523	0	0	0	0	0	-0.83421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SDPR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8176	0	0	0	0	0	0	0	0	0	0	0.88085	0	0.88498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC11C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8263	0	0.80687	0	0.88498	0.42761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82213	0	0	0	0	0	0.87847	0	0	0.67632	0	0	-0.81963	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37203	0	0	0	0	0	0	0	0	0	-0.7346	0	0	-0.92912	0	0	0.49881	0	0	0	0	0	0	0	-0.41526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEMA6B	0	0	0	0	0.98073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78657	0	0.98347	0	0	0	0	0	0	0	0.37644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36242	0	0.95979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87612	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57668	0	0	0	0	0	0	0
SEPT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90127	0	0	0	0	0	0	0	0	0.83687	0	0	0	0	0	0	0	0.73627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7058	0
SEPT5-GP1BB	0	0	0	0.4259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85284	0.61128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89901	0.98721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERF2-C15ORF63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73127	0.57493	0	0	0	0.45284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.47346	0	0	0	0	0	0	0	0	-0.63	0	0	0	0	0	0	0	0	0.34954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.38947	0	0	0	-0.41629	0	0.48451
SERPINA10	0	0	0	0	-0.50369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.45777	0	0	0	0	-0.50858	0.77863	0.70385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8971	0	0	0	0	-0.67084	0.89229	-0.69988	0	0	0	0	0	0	0	0	0	0	0	0	0.69885	0	0	0	0	0.66222	0.68006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55348	0	-0.75777	0	0	0	0	0	0	0.44776	0	0	0	0	0	0	-0.90505	0	0	0	0	0	0	0	0	0	0	0	0	-0.9559	0	0
SERPINI1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39754	0	0	0	0	0	0	0.40258	0	0	0	0	-0.50711	0.39273	0	0	0	0	0	0	0	0	0	0	0	0.96869	0	-0.81899	0.63794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87612	0	0	0	0	0	0.96679	0	0	0	0	0	-0.63353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERTAD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.98474	0	0	0	0	0.48784	0	0	0	-0.35673	0	0	0	0	0	0.48518	0	0	0	0	0	0	0	-0.73004	0	0	0	0	0	-0.47128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34644	0	0	0.78172	0	0	0	0	0	0	0.51224	0	0	0.91422	0	0	0	-0.57998	0	0	0	0	0	0	0	0	-0.49134	0.67314	0	0	0	0	0	0.39714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62193	0	-0.76122	0	0
SESN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38029	0	0.93123	0	0	0	0	0	0	0	0	0	0.55308	0.85089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.64041	-0.92646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76726	0	0.99317	0	0	0	0	0	0	0	0	0	0	0	0	-0.31104	0.95423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SETBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32495	0.32555	0	0	0	0	0.37644	0.78907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76214	0.34136	-0.5586	0	0.90882	0	0.92229	0	0	0	0	0	0	0.42392	0.66766	0	0	0	0	0	0.95979	0.86512	0	0	0	0	0	0	0	0	0	0	0	-0.54128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
