	ADNP	AEBP1	AKNA	ARNT2	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH8	CBX2	CCDC17	CSRNP3	CXXC4	DACH1	DPF3	DZIP1	E2F7	EBF3	EGR3	ELF4	ETS1	ETV1	FEV	FOXA1	FOXA2	FOXD4L5	FOXJ1	FOXP2	GATA2	GATA4	GATA6	GLIS2	GRHL3	HES4	HES6	HEY1	HEYL	HHEX	HIC1	HIF1A	HLF	HMBOX1	HMGN3	HOMEZ	HOXB9	HSF2	INSM1	ISL1	JAZF1	KCNIP3	LHX1	LMX1A	LMX1B	LTF	MAFA	MAFB	MAFF	MLXIPL	MXI1	MYRF	MYSM1	MYT1	NEUROD1	NEUROD2	NEUROG3	NFAT5	NHLH1	NKX2-2	NKX6-1	NPAS3	NR4A2	NR4A3	ONECUT1	ONECUT2	ONECUT3	PAX4	PAX6	PBX1	PBX3	PDX1	PLAG1	POU2F2	POU5F1	POU6F1	PRDM16	PROX1	RFX2	RFX3	RFX6	RORC	SETBP1	SIM1	SIX2	SMAD9	SOX4	SPIB	ST18	TEAD1	TEAD2	TET1	TFCP2L1	TGIF2	TP73	TSHZ1	ZBTB25	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP69B	ZFP82	ZFP90	ZFP92	ZNF117	ZNF382	ZNF492	ZNF514	ZNF518A	ZNF519	ZNF788	ZNF846	ZNF853	ZNF883
DZIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7793	0	0	0	0	0	0	0	0.64331	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59182	0	0.56694	0	0	0	0	0	0	0	0	0	0	-0.52809	0	0	0	0.54776	0	0	0	0	0	0	0	0	0	0	-0.72316	0	0.54513	0	-0.64652	0	0	0.46301	0.51621	0	0	-0.37823	0	0	0	0	0	0	0	0	0	0.90505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E02193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.61259	0	0	0	0	-0.70385	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.38383	-0.48355	0	0	0	0	0	0	0	0	0	0	-0.78367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.42018
E10222	-0.44855	0	-0.64565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37056	0	0.32106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.58323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.58323	0	0	0	0	0	0	0	0	0	-0.56933	0	0	-0.45594	0	0	0	0	0	0	0	0	0	-0.57167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.51327	0	0	0	-0.48935
E2F7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.78482	0	0	-0.76369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75912	-0.96194	0	0	0	0	0	0	0	0	0	0	0	0	-0.6859	-0.4534	0	0	0	0	0	0	0.59547	0.94779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EBF3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68161	0.80489	0	0	0.76877	0.40803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40747	0	0	0	0	0	-0.5704	0	0	0.64152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87847	0.78621	0	0	0	0.51065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ECE2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40667	0.43309	0	0	0	-0.34668	0.70159	0.7793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81645	0	0	-0.60226	0	0	0	0	0	0.88673	0	0	0	0	0	0	0	0	0	0	0	0	-0.3238	0	0	0	0	0	0	0	0	0	0	0.55348	-0.39333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.89229	0	0
ECEL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75093	0.55117	0	0	0	0	0	0	0	0	0	0	0	0	-0.43226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71724	0	0	0	0	0	0	0
EDAR	0	0	0	0	0	0	0	0	-0.418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56615	0	0	0	0	0.58017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.58526	0	-0.98196	-0.63162	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59829	0	0	0	0	0	0.56206	0	0	0	0	0	0	0
EDIL3	0	0	-0.4472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.75173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87847	0	0	0	0	0	0	0	0.7851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFCC1	0	0	0	0	-0.65952	0.56035	0	0	0	0	0	0	0	0	0	0	0	-0.50215	0	-0.36687	0	0	0.73019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62082	0	0	0	0	0	0	-0.45729	0	0.66222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40544	0	0	0	0	0	0	0	0	0	0	0	0.49845	0.47743	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EFNB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86512	0.39106	0	0	0	0	0	0	0	0	0	0	0	0	-0.81518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90505	0.97143	0.64068	0	0	0.66667	0	0	0	0	0	0	0	0	0.44342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EGFR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81645	0.67314	0	0	0	-0.63059	0	-0.33409	0	0	0	0	0	0	0	0	0	0	0	0	0.91196	0	0	0	0	0	0	0	0.61307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76214	0	0	0	0	0	0	0	0	0	0.73238	0	0	0	0	0	0	0	-0.40008	0	0	0	0	0.63131	0	0	-0.65228	0	0	0	0	0	0	0	0.45884	0	0	0	0	0	0	0	0	0	0	0.77282	0	0	0	0
EGR3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91653	-0.82507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8671	-0.84076	0	0	0	0	0	-0.93123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36508	0	0	0	0	0	0	0	0	0	0	0	0	0
EID1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83262	0	0.77414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.36432	-0.6172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66806	0	0	0	0	0	0	0	-0.74533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69138	0	0
EID2	0	0	0	0	0	0.44819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60505	0	0	-0.3915	-0.80318	0	0	0	0	0.69221	0	0	0	0.58355	-0.3758	0	0	0	0	0	0	0	0	0	0	0	0.79337	0	0	0	0.33758	0	0	0	0	0	0	0	0	0	0	0	0	-0.75963	0	-0.98196	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96194	0	0	0	0	0	-0.72578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74772	0	0
EIF4EBP1	0	0	0	0	0	0.78121	0	0	0	0	0	0	0	0	0	0	0	0.48586	0	0	0.8203	-0.39964	0	0	-0.76122	0.51065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92646	-0.58133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90882	0	0	0	0	0	0	0	0	0.43623	0	0	0	0	0	0	0	0.77509	0	0	0	0	0	0	0	0.44223	-0.98796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.42392	0	0	0	0	0	0	0	0	0	0	-0.86909	0	0
ELAVL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.51248	0.69988	0.53	0.97322	-0.33194	0	0	0.84076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75511	-0.85431	0	0	0	0	0	0	0	0	0.66309	0.60334	0.79162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.85979	0	0	0	0	-0.57831	0	0	0	0	0	0	0.58085	0	0	0	0	0	0	0	0	0	-0.7346	0	0	0	0	0	0	0	0	0	0	0	0
ELAVL4	0	0	0	0	0.35777	-0.87457	0.39714	0	0	0	0	0	0	0	0	0	0	0	0	-0.67839	0	0	0	0	0	0	0	0	0	0	0.39825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37275	0	0	0	0	0	-0.38745	0	0.3346	0	0	0.57493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.93548	0	0	0	0	0	0	0	-0.56456	0	0	0	0	0	0	0	0	0.9973	0	0	0	0	0	0	-0.95979	0	0	0	0	0	0	0	0	0	0	-0.74636	0	0	0	0	0	0	0	0	0	0.66806	0	0	0	0	0	0	0
ELF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81021	0	0	0	0	0	0	0	0	0	0	0	-0.46671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.4994	0	0.67632	0	0.37489	0	0	0	0	0	0	0	0	0	0	0	0.56671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43023	0	0	0	0	0	0	0	0	0.6412	0	0	0	0	-0.34211	0	-0.77616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.63659	0	0
ELFN1	0	0	0	0	0	0.46595	0.81899	0	0	0	0	0	0	0	0	0	0	0	0	-0.90703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74636	0.871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42523	-0.63214	0.74227	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95979	0	0	0.81108	0	0	0	0	0	0.7058	-0.92912	0	-0.74636	0	-0.71438	0	0	0.85431	0	0	0	0	0	0.48697	0	0	0	0	0	0	0	0	0	0	-0.66579	0	0	-0.59094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5944	0	0	0	0
ELOVL4	0	0	0	0.81267	0	0	0.68395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.68733	0	0	0	0	0	0	0	0	0	0	0	0
EMB	0	0	0	0	0.57227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.96329	0	0.93965	0	0	0	-0.62265	0	-0.96329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.91422	0	0	0	0.36289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59861	-0.5236	0	-0.5236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85284	0	0	0	0	0	0	0.68304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EML1	0	0	0	0	0	0	0	0	0.79627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85836	0	0	0	0	0	0	0.5064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81021	0	0	0	-0.47576	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94172	0	0	0	0	0	0	0	0	0	0	0	0.33596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.43119	0	0
EML5	0	0	0	0	0.38153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57831	0	0	0.60739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57731	0	0	0	0.76555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74636	0.32868	-0.78669	0	0	0	0	-0.55769	0	0	0	0	0	0	0	0	0	0	0	0	0.4994	0	0	0	0	0	0	0	0.53111	-0.43623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49785	0	0
ENPP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.80473	0	0.9559	0	0	0	0	0	0	0	0.67632	0.61013	0	-0.44776	0	0	0	0	0	0	0	-0.74438	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90703	0	0.91653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94779	0	0	-0.47918	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85431	0	0	0	0	0	0	0
ENPP2	0	0	0	0	0.35419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8671	0	0.63151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32817	0	0	0	0	0	0.34017	0.50501	-0.67632	0	0.54934	0	0	0	0	0	0	0	0	0	0.99468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31438	0	0	0	0	-0.96679	0.59623	0	0	0	0	0	0	0	0	0	0	0.46893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENPP7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59829	0.48935	0	0	0	0	0	0	0.52145	0	0.42078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.54311	0	0	0	0	-0.59623	0	0	0	0	0.81816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.66361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENTPD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.59277	-0.5526	0.4058	0	0	0	-0.62813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.8141	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.39778	0	-0.69885	0	0	0	0	0	0	0	0	0	0	0	0	-0.49555	0	0	0	0	0	0	0	0	0	0	0	0	0.90306	0	0
EPHA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88498	0	0	0	-0.3292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37418	0	0	0	0	0	0	0	0.80465	0	0	0.37461	0	0	0	0	0	0	0	0	0	-0.33631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85431	0	0	0	-0.49631	0	0	0	0	0.33957	0	0	0.74076	0	0	0	0	0	0	0	0	0	0.65177	0	0	0	0	0	0	0	0	0	0	0.40401	0	0
EPHA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69138	-0.54311	-0.83421	0	0	0	0	0	0	0	0	0	0	0.70548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75173	0	0	0	0	0	0.7379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPHB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.72364	0.80616	-0.4408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.33596	0	0	0	0	0	0	0	0	0	0.76285	-0.59861	0	0.49642	0	-0.91816	0	0	0	0	0	0	0	0.69428	0	0.67485	0	0	0	0	0	0	0	0	0	0	0	0.77143	0	0	0	0	-0.61867	0	0	0	0	0	0.43147	0	0	0	0	0	0	0	0	0	0	0.54867	0.98474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EPM2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.53381	0	0	0	0	0	0	0	0	0	-0.43623	0	0	0	0	-0.34609	0	0	0.4031	-0.7058	0	0	0	0	0	0	0	0	0	0	0	-0.57135	0.85431	0	0	0	0	0	0	0	0	0	0	0.51327	0	0	0	0	0	0	-0.59793	0	0	0	0	0	0	0.93123	0.4472	0	0	0	0.35371	0	0	0	0	0.73278	0	-0.5944	0	0	0.6671	0	0	0	0	0	0	0	0	0.53306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39372	0	0	0	0
ERO1LB	0	0.43468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9559	0	0	0	0	0	0	0.86909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73437	0	0	0	0	0	0	0	0	0	0.81816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.83548	0.5586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ETS1	0	0	0	0	0.65658	0	0	-0.63214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98474	0	0.33492	0	0	0	-0.33409	0	0	0	0	0	0	0	0	0	0	0	0	0.98474	0	0	0	0	0	0.45423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60334	0.99317	0.98613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85979	0	0	0	0	0	0	0	0	0	0	0	0.50942
ETV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54311	0	0	0	0	0	0	0	0	0	0	0	0	0.92229	0	-0.63353	0	0	0	0	0	0	0.3822	0.88085	0	0	0	0.85431	-0.81645	0	0	0	0	0	0	0	0	0	0	0	0.89901	0	0	0	0.64529	0	0	0.60298	0	0	0	0	0	0	0	-0.78172	0	0	0	0	0	0	0	0.63659	0	0	0	0	0.95797	0	0	0	0	0.78073	0	0	-0.38745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95979	0	0	0	0	0	0	0
EVA1A	0	0	0	0	0.32868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.98196	0	0	0	-0.7182	0	-0.36071	0	0	0.41843	0	-0.89472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.35848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3886	-0.73278	0	0	0.35777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79174	0	0	0	0	0	0.8828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EVL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37489	0	0	0	0.71085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52749	0	0	0	0	0	0	0	0	0	0	0	0	0.57263	0	0	0.54712	0	0	0	0	0	0	0	0.35419	0.94172	0	0	0	0	0	0	0.4534	0	0	0	0	0	0.70465	0	0	0	0	0	0	0	0	0	0	0.9942	0	0	0	0.80421	0.74406	0	0	0	-0.63091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.86909	0	0	0	0	0	0	0	0
EXOSC4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.87847	0.92646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.94557	0	0	0	0	0	0	0	0	0.72189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42018	0	0	0.65375	0	0	0	0	0	0	0	0	0	-0.60393	0	0	0	0	0	0.44509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.98474	0	0
EYA4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68232	0	0	0	0.34736	0	0.4534	0	0.7354	0.4004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.54235	0	0	0	0	0.59909	0	0	0	0.65089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.52193	0	0	0.35157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F10	0	0	0	0	-0.83548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3915	0	0	0.46937	0	0	0	0	0	0	0.53727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.3762	0	0	0	0	0	0.74859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32193	0	0	0	0	-0.53858	0	0	0	0	0.412	0	0	0.51796	0	0	0	0	0	0	0	0.40238	0	0	0	0	0	0	0	-0.93123	0	0	-0.77326	0	0	0	0	0	0	0	0	0	0	0	0
FABP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.39658	0	-0.81816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81065	0	0	0	0	0	0	0	-0.8971	0.83262	0	0	0	0	0	-0.89019	-0.90127	0	0	0	0	0	0.67723	0	0.92018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAIM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65952	-0.92018	-0.73437	0	0	-0.82841	0	0	0	0	0	-0.54112	-0.84768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.42292	0	0	0	0	0	0	0	0	-0.64434	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.65928	0	-0.55348	0	-0.6503	0	0	0	0	0	0	0	0	0	0	-0.73834	0	0	0	0	0	0	0	0.52789	0	0	0	0	0	0	0
FAM101B	0	0	0	0	0	0	0.72706	0	0	0	0	0.90703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.67084	0	0	0	0	0	0	0.91816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44342	0	0	0	0	0	0	0
FAM105A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99468	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91196	0	0	0	0	0.82932	0	0.7435	0	0	0	0	0	0	0	0	0	0	0	0.77795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.77696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
