	100_24h(24hpi)	100_24h(48hpi)	100_24h(72hpi)	100_24h(96hpi)	0_24h(24hpi)	0_24h(48hpi)	0_24h(72hpi)	0_24h(96hpi)
SQRDL	11.5048	11.4768	11.6712	11.3263	11.4783	11.7553	11.6836	11.6905
SQSTM1	12.3212	12.7476	13.2577	13.0085	12.2869	12.9139	12.9534	13.1844
SRA1	8.5991	8.6138	8.7754	8.5475	8.5377	8.5861	 8.642	8.5576
SRBD1	8.7142	8.4719	  8.16	8.1684	8.7068	8.4908	8.3814	8.2131
SRC	12.3415	12.3259	12.4495	12.3293	11.8856	12.3234	12.4019	12.5362
SRCAP	11.7892	12.1463	 11.825	12.0587	12.1019	11.9708	12.1404	12.0959
SRCIN1	6.8175	7.4945	7.6592	7.7625	6.9064	6.6058	6.8241	6.6447
SRCRB4D	7.4878	6.6229	 6.965	6.4947	6.8483	6.7118	6.3094	6.1757
SRD5A1	8.8813	7.9904	7.6333	 7.516	8.6473	8.0514	7.4426	7.4894
SRD5A1P1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
SRD5A2	4.5706	4.5706	4.5706	4.5706	4.5706	4.8552	4.5706	4.5706
SRD5A3	9.43226	10.8122	11.6604	11.3088	 9.5833	11.0364	11.5012	 11.587
SRD5A3-AS1	4.9053	5.4699	5.5795	5.6988	5.0567	5.0793	5.5294	 5.625
SREBF1	12.3442	12.3004	12.4829	12.3234	12.1601	12.4745	12.5514	12.4794
SREBF2	13.3406	 13.069	13.3297	13.2562	13.2017	13.2568	13.3565	13.5041
SREBP-1	4.8511	4.8341	5.0628	4.8754	5.1043	5.0793	5.0041	4.9995
SREK1	10.8349	11.2672	10.7244	11.2902	11.3802	11.1177	11.2885	11.0845
SREK1IP1	 10.081	10.1321	10.1935	10.4003	10.0643	10.2033	10.3423	 10.391
SRF	10.7339	10.4064	10.5581	10.2116	  10.51	10.5714	10.2664	10.4203
SRFBP1	8.0081	7.8741	7.5095	7.5358	8.3088	7.9126	7.3254	7.4913
SRGAP1	9.2041	9.7168	9.4971	9.8581	9.5191	9.5346	9.9186	9.7018
SRGAP2	10.0428	9.90576	9.60441	9.77376	10.2068	9.73346	 9.8662	9.58418
SRGAP2B	8.2296	8.1627	7.7181	7.9086	8.0567	7.9568	7.9355	7.8532
SRGAP2C	8.6799	8.5175	8.2896	8.3485	8.6701	8.4853	8.4135	8.4186
SRGAP2D	6.4637	6.1817	6.2211	 6.106	6.3492	6.0677	6.4129	6.2267
SRGAP3	7.3387	7.3122	7.1027	7.2271	7.0465	6.8357	7.0428	 6.723
SRI	11.2649	11.2501	11.7885	11.8678	11.2023	11.4976	11.6235	 12.123
SRL	5.2356	5.1324	5.0853	5.3515	5.3416	5.2864	5.4899	 5.625
SRM	9.4388	7.9157	7.5797	6.5665	8.6004	7.5989	6.7545	 6.415
SRMS	5.3125	4.9606	 5.127	5.2948	5.1043	4.8552	5.1072	5.0932
SRP14	12.1087	12.1149	12.1665	11.9097	12.0424	12.1351	11.9725	11.9979
SRP14-AS1	6.6198	6.6055	6.5956	6.7455	6.3492	6.5102	6.5391	6.6226
SRP19	9.0157	9.2253	8.9265	8.8409	8.8374	8.7567	8.5612	8.7402
SRP54	10.5133	10.3983	10.5102	10.5362	10.6132	10.5311	10.6677	10.6424
SRP68	10.9977	10.6806	11.0004	10.7609	11.0592	10.8876	10.9039	10.9246
SRP72	11.0273	10.6694	10.5084	10.3249	11.2083	10.6558	10.5565	10.3834
SRP9	12.3946	12.2479	12.2119	12.0185	12.2417	12.3359	12.1335	12.1835
SRPK1	11.2467	 10.974	10.6721	10.8019	11.4313	 10.824	10.7865	10.6615
SRPK2	9.4855	9.4179	9.3849	 9.439	9.5005	9.2761	9.3757	 9.362
SRPK3	5.6998	 5.242	5.2499	5.2948	5.1043	 5.157	5.3159	5.3081
SRPR	11.1328	11.0847	11.2942	11.1951	11.1466	11.1362	11.1668	11.2532
SRPRB	9.8052	8.9596	8.7077	8.5295	9.5833	8.9274	8.3181	8.4147
SRPX	5.6573	 5.532	 5.543	5.2329	5.7349	 5.203	5.4047	5.3081
SRPX2	9.1154	8.8297	9.3626	9.2853	9.0748	8.7177	9.1299	9.4122
SRR	7.7183	 7.472	7.6462	7.1329	7.6952	7.5603	7.2467	7.3635
SRRD	7.6908	7.6948	7.3965	7.1539	  7.34	7.5739	7.3675	7.4478
SRRM1	11.2425	11.2833	11.1646	11.5023	11.4944	11.1557	11.5929	11.3762
SRRM2	14.1881	14.8669	14.4002	15.2996	14.9528	 14.365	15.3663	14.8858
SRRM2-AS1	5.7033	 5.606	5.6987	 5.689	5.6208	 5.864	5.8228	5.3658
SRRM3	6.0215	7.0017	7.3876	7.0029	6.1897	6.7702	 6.471	  7.09
SRRM4	5.0924	5.4508	5.5962	5.5757	4.8521	5.1207	4.8521	4.8734
SRRM5	4.9053	6.1817	5.6959	5.9659	5.7387	5.6499	5.7989	5.8352
SRRT	11.0586	 10.957	10.8682	10.7949	11.2673	10.8051	10.7947	10.6534
SRSF1	12.2985	12.0216	11.6752	11.8562	12.3718	11.7803	11.7714	 11.677
SRSF10	11.3431	  11.27	11.0914	11.2966	11.5218	11.1628	11.3785	11.1183
SRSF11	11.9975	12.4037	12.0853	12.5807	12.4632	12.1132	12.6381	  12.35
SRSF12	5.8731	6.0754	5.7797	5.5635	5.7652	5.5779	5.7447	5.5907
SRSF2	11.9288	11.3466	11.0765	 11.193	11.8642	11.2441	11.1176	11.1502
SRSF3	12.0827	 11.538	11.5811	11.4304	11.8629	11.5831	11.5222	11.5831
SRSF4	11.1218	 10.985	11.3365	11.3341	  11.24	11.1339	11.3947	 11.471
SRSF5	12.1757	12.1764	12.2582	12.5992	12.3812	12.0476	12.4599	12.4815
SRSF6	11.9396	12.1024	11.8429	11.9653	12.2765	11.9253	12.1217	11.7242
SRSF7	10.7589	10.3419	10.3266	10.2127	10.5907	10.3231	10.1498	10.2898
SRSF8	 10.561	10.3708	10.1201	9.95783	10.5182	 10.379	9.98296	10.1072
SRSF9	11.9821	11.2848	11.8622	11.3235	11.2043	11.5181	11.2545	11.5703
SRXN1	8.9764	8.4784	8.6434	8.7597	8.8726	8.4691	8.5202	8.8293
SS18	10.7064	10.7803	10.4837	10.4348	10.8428	10.5985	  10.57	10.3495
SS18L1	8.9784	9.5339	9.1868	9.6074	8.9761	9.1009	9.3373	9.1861
SS18L2	8.2597	7.7942	7.9423	7.8097	7.7321	7.9182	7.6691	7.9425
SSB	11.1541	10.6743	10.4229	10.2197	11.3787	10.6107	 10.229	10.1503
SSBP1	10.0761	9.60957	9.56436	9.32822	9.87388	 9.5632	9.45893	9.35079
SSBP2	8.1754	8.6768	8.6735	8.4746	8.4034	8.7558	8.5697	8.6821
SSBP3	10.9355	10.9688	11.1261	10.8156	10.6435	10.9002	10.9708	10.9671
SSBP4	10.3694	10.1634	10.0974	9.94487	10.0228	10.3052	9.81746	9.87271
SSC5D	5.0231	5.2947	5.1639	5.1586	5.1483	4.9867	5.1072	4.8734
SSFA2	 12.689	12.7913	12.8137	13.0229	12.6671	12.9236	13.0731	13.1471
SSH1	9.9218	 9.884	9.5287	9.6133	9.9954	9.7359	9.6925	9.5454
SSH2	9.99937	 10.284	10.3162	10.7221	10.1693	10.2985	10.8227	10.6623
SSH3	10.9205	10.7082	10.9982	10.9376	10.7299	10.9666	10.8987	  11.07
SSMEM1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
SSNA1	9.7011	9.3908	9.7286	9.4149	9.3557	9.6057	9.3667	9.7221
SSPN	  7.25	7.3221	6.9844	6.8144	7.3966	7.3242	7.1372	6.8192
SSPO	6.0443	6.5409	6.5461	 7.635	6.1828	6.2143	6.9833	6.6766
SSR1	11.5763	11.4118	11.4473	11.4209	11.6416	11.4506	11.5286	11.5165
SSR2	11.8769	11.5755	 11.643	11.3225	 11.972	11.7173	11.5576	11.4744
SSR3	 11.541	11.1883	11.1786	11.1393	11.4615	11.2609	 11.138	11.2087
SSR4	12.0348	11.4147	 11.812	11.3627	11.3236	11.6387	11.2638	11.5945
SSR4P1	 6.043	5.8477	5.8419	5.6623	5.8769	5.9059	5.8991	5.5161
SSRP1	11.2551	10.6602	10.4991	10.1861	11.1902	10.7088	10.4029	 10.249
SSSCA1	7.8553	 7.632	7.8358	7.3679	7.5609	7.5939	7.3771	7.3042
SSSCA1-AS1	5.7136	5.9776	5.7339	6.2429	5.7652	5.7441	6.0028	6.1519
SST	4.57063	10.5021	14.2725	14.0118	4.57063	4.57063	4.57063	4.57063
SSTR1	6.5801	6.6761	6.8363	6.8144	5.0567	5.4429	5.4047	5.5131
SSTR2	7.7001	8.7438	8.1347	8.2801	4.9374	4.5706	4.8777	4.5706
SSTR3	6.5508	6.4201	6.1872	6.1632	5.3212	5.2423	4.9511	5.0949
SSTR5	6.0667	6.8446	6.7765	6.8009	 5.979	6.8574	6.1722	  6.49
SSTR5-AS1	6.0667	7.2248	7.8162	7.8081	5.3212	6.1524	6.4129	6.4902
SSU72	10.8859	10.6651	10.8603	10.5153	10.7977	10.7908	10.5565	10.7741
SSUH2	5.3046	5.5698	5.3989	 5.826	5.5295	5.3439	5.6379	5.6818
SSX2B	 5.208	5.2947	5.1639	5.0008	5.4849	5.0793	5.2775	5.2429
SSX2IP	9.1856	 9.201	 9.006	9.1002	9.2444	9.0033	 8.849	9.0064
SSX3	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
SSX4B	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
SSX5	4.8326	4.5706	4.9916	4.5706	4.9681	4.8552	4.8401	4.8734
SSX6	5.5002	5.7138	5.3989	5.7581	 5.677	5.3425	5.6379	5.6783
SSX7	4.8326	4.5706	4.5706	4.5706	4.8304	4.5706	4.8521	4.5706
SSX8	4.5706	4.5706	4.5706	4.5706	4.5706	4.8653	4.8401	4.8744
ST13	12.6923	12.7291	12.6492	12.5257	12.8653	12.8185	12.6896	12.6852
ST13P4	4.9053	4.9606	4.8557	4.5706	4.5706	4.8469	4.5706	4.5706
ST14	14.1942	 14.291	14.9894	14.5445	13.9058	 14.611	14.8307	15.0266
ST18	7.7371	8.6992	7.3758	7.8529	4.5706	4.5706	4.5706	4.5706
ST20	6.8543	6.8352	6.9964	7.0516	7.1641	 6.731	6.9617	6.8239
ST20-MTHFS	5.2581	4.5706	4.5706	4.5706	4.5706	4.9867	5.1005	4.9995
ST3GAL1	10.6469	10.7113	11.2676	11.3481	10.5593	10.6975	 11.201	11.4624
ST3GAL2	9.7599	9.6484	9.8254	9.7403	9.0797	9.8323	9.5324	 9.848
ST3GAL3	6.2507	6.3172	5.9502	5.8006	6.0262	6.1899	5.6713	5.5606
ST3GAL4	7.7247	7.9535	8.9594	9.0188	7.7041	8.2908	8.8147	 9.032
ST3GAL4-AS1	5.5997	5.5489	5.6512	5.4218	5.6381	   5.5	5.5294	 5.625
ST3GAL5	6.7303	7.6759	8.1867	8.1785	 6.724	7.6775	8.3733	8.0556
ST3GAL6	6.4479	5.6342	5.2948	5.6151	5.9389	5.1207	5.2547	 4.963
ST3GAL6-AS1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
ST5	10.3456	10.5512	10.5852	10.2345	10.4467	 10.646	 10.465	10.2896
ST6GAL1	9.3369	9.1654	8.7876	8.0472	9.2426	9.2369	8.3033	7.7993
ST6GAL2	4.5706	4.8468	4.5706	4.5706	4.9374	4.5706	4.5706	4.5706
ST6GALNAC1	11.3071	10.9541	11.0068	10.5087	11.2322	10.9498	10.6488	10.4687
ST6GALNAC2	7.3156	7.4103	7.3167	 7.087	7.4024	 7.519	7.3063	7.0997
ST6GALNAC3	7.9645	7.0772	6.7336	6.6821	8.1413	6.9246	6.5716	6.6226
ST6GALNAC4	9.52523	9.31079	9.84428	9.74093	9.16671	 9.6443	9.57936	10.0004
ST6GALNAC5	4.5706	6.2216	6.6024	6.5797	4.5706	4.5706	4.5706	4.5706
ST6GALNAC6	9.40239	 9.4625	10.3792	10.4303	9.02258	9.77968	10.2448	10.8445
ST7	9.1421	 8.538	8.3623	8.1128	9.1576	8.5328	8.2086	  8.15
ST7-AS1	6.0443	5.9541	5.9502	5.9778	5.6381	5.7157	5.8774	5.5907
ST7-AS2	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
ST7-OT3	4.5706	4.8468	4.5706	4.5706	4.8304	4.5706	4.5706	4.5706
ST7-OT4	4.5706	4.5706	4.5706	4.5706	4.5706	4.8469	4.5706	 4.963
ST7L	7.9486	8.0263	7.9057	8.2308	8.0719	7.9126	7.7958	7.8587
ST8SIA1	4.5706	4.8529	4.9652	5.3104	4.5706	4.5706	4.9511	5.2992
ST8SIA2	4.5706	4.8468	4.8557	4.9878	4.5706	4.5706	4.5706	4.5706
ST8SIA3	4.8511	 6.736	7.2219	7.7138	5.2985	5.2423	5.9458	5.7546
ST8SIA4	4.5706	4.9691	5.1381	5.2269	4.5706	4.5706	4.5706	4.5706
ST8SIA5	5.5637	6.7925	6.5738	6.2084	5.3416	5.1207	5.1814	5.3484
ST8SIA6	7.1796	7.5758	8.3533	8.8397	7.6626	8.1097	8.9077	8.9545
ST8SIA6-AS1	4.5706	5.0257	4.8557	5.6851	4.5706	5.0793	5.4518	5.5606
STAB1	4.9406	5.0257	5.1917	5.0854	4.5706	4.9607	4.8777	4.8734
STAB2	4.5706	4.5706	5.0532	5.2329	5.0567	4.5706	 4.968	5.0932
STAC	4.5706	5.0579	4.8689	5.0807	5.2548	4.9725	4.8401	4.5706
STAC2	4.5706	4.5706	4.9652	5.0854	4.8304	4.5706	4.8521	4.5706
STAC3	6.1653	6.3172	6.2368	6.1765	6.2562	6.6347	6.2428	6.2038
STAG1	9.5565	9.8194	9.6564	9.7009	9.7888	9.8463	9.8438	9.8247
STAG2	11.3239	11.5094	11.5577	11.6311	11.5549	11.5498	11.8977	11.7603
STAG3	5.5341	5.9612	5.7491	6.2852	5.5672	5.7543	6.1343	5.8818
STAG3L1	6.9106	7.4536	7.2161	7.7278	7.1857	7.0864	7.7559	 7.245
STAG3L2	8.3998	8.9337	8.3936	9.1004	8.7736	8.3236	8.9227	8.5869
STAG3L3	8.6248	8.7982	8.5235	8.8966	8.7294	8.4333	8.6051	8.6305
STAG3L4	7.3808	7.2403	7.3965	 7.266	7.3439	7.1347	7.0564	7.0335
STAM	9.5075	 9.544	9.4018	 9.401	9.6635	9.4594	9.4342	9.5316
STAM2	10.2602	10.3711	10.2976	10.5999	10.3842	 10.488	10.5903	10.6647
STAMBP	10.2215	10.2824	10.3325	10.5038	10.4123	10.4369	10.6105	10.5683
STAMBPL1	 8.283	8.1372	7.8359	7.9563	8.5757	8.0049	8.0353	7.9989
STAP1	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
STAP2	11.0437	 10.854	11.3182	  10.85	10.7928	11.1307	10.8607	11.0622
STAR	5.0231	5.2116	4.9732	5.2471	 5.131	5.2251	5.1005	5.0932
STARD10	13.3356	12.6398	 12.774	12.2999	13.0343	 13.052	12.4334	12.7575
STARD13	8.4529	8.3711	8.4371	8.7078	8.0776	 8.461	8.5942	8.7952
STARD13-AS	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.8521	4.9981
STARD3	10.2585	10.2605	10.3973	10.3814	10.0031	10.3049	10.2393	10.4577
STARD3NL	9.3824	9.3229	9.2481	8.9356	9.1254	9.2741	9.0544	9.1095
STARD4	 9.7093	9.75319	10.2023	10.1211	9.93821	 10.084	10.6787	10.4835
STARD4-AS1	7.1956	7.1702	 6.199	6.5629	 6.502	6.0871	6.6705	6.2267
STARD5	6.5508	 6.554	6.8316	 6.441	6.3475	6.6203	6.4826	6.4096
STARD7	11.6068	11.3264	11.2377	11.1277	11.5821	11.4646	11.0586	 11.281
STARD8	5.1478	5.6186	5.5962	5.4531	 5.088	4.8653	5.3699	5.4663
STARD9	6.6228	7.3944	6.0894	6.4583	5.4208	5.4735	5.3084	5.2462
STAT1	 11.605	11.9383	11.3659	11.2013	11.8793	11.5946	11.2911	11.1899
STAT2	10.5631	11.1313	10.7685	11.0282	10.7299	10.8228	11.0011	10.7732
STAT3	12.7974	13.5828	13.6573	13.7175	12.9127	13.7221	13.8856	13.8984
STAT4	6.2023	5.8538	 5.685	5.6151	6.4075	 5.686	5.6379	5.7153
STAT5A	8.0036	8.2851	8.4175	8.2423	7.8352	8.5863	8.2111	8.2433
STAT5B	9.80372	9.95644	9.98871	10.3894	9.65376	9.92337	10.0982	10.2502
STAT6	12.6379	12.7764	 12.875	13.0434	 12.704	12.8761	13.0381	13.0663
STAU1	12.1376	11.9543	12.2313	12.0543	12.1371	 12.227	12.3455	12.3164
STAU2	9.7817	9.8166	9.6572	9.5434	9.9236	9.7196	 9.796	9.4903
STAU2-AS1	5.0924	5.0954	4.8557	5.1586	5.1043	4.9725	5.1005	4.8744
STBD1	9.68194	9.94114	10.9283	 10.845	9.00418	10.5044	10.7375	11.3481
STC1	9.3719	9.2203	9.6012	8.4433	9.3773	8.8632	9.3883	8.7091
STC2	9.20308	8.89558	9.77196	9.20428	 8.6954	9.12342	9.78245	10.1072
STEAP1	8.6542	8.1977	7.9423	7.7851	8.6368	8.2746	7.9623	7.9358
STEAP2	10.4664	10.6868	10.1041	10.6385	10.8366	10.6243	10.7276	10.4785
STEAP3	11.3225	10.4728	9.93713	9.62703	11.5712	10.7889	9.62111	9.55914
STEAP4	7.6448	7.5809	7.8883	7.9635	7.8234	7.8478	8.1028	7.9837
STIL	8.1603	7.7729	7.5244	7.6183	8.6248	7.7445	7.9193	7.4894
STIM1	10.9636	10.6955	 11.013	10.9147	10.7685	10.8316	10.9851	11.0919
STIM2	9.3785	 9.643	9.3379	9.5532	9.5583	9.4586	9.5588	9.4699
STIP1	11.6561	 11.312	11.5297	11.0698	11.6028	11.2201	 11.232	11.1806
STK10	9.8959	9.9458	9.7618	9.5721	 9.883	9.7739	9.6881	9.4372
STK11	11.2665	11.2485	11.5055	11.2884	10.7712	11.4522	11.1879	11.5891
STK11IP	10.0928	9.87804	9.94452	9.77816	9.84319	10.1119	10.0435	9.98531
STK16	9.3979	9.1783	9.2816	9.0747	9.2268	9.3726	9.0069	9.1211
STK17A	  9.567	10.0103	10.2833	10.2373	9.63575	10.1555	 10.406	10.4478
STK17B	9.52296	9.69901	 10.124	 10.079	 9.8454	10.0271	10.1655	10.2845
STK19	8.0774	8.3569	8.2405	8.0912	7.8865	8.1102	7.9692	8.0139
STK24	12.4047	12.6586	 13.298	13.1659	12.4887	12.9073	 13.402	13.4691
STK25	11.2152	11.0981	11.2917	11.2056	11.0382	11.2527	11.2282	11.2835
STK3	9.2347	9.1941	8.9385	8.9735	9.3746	9.1922	9.0157	9.0349
STK31	6.1725	6.9641	6.0394	6.3188	6.1979	6.1524	6.0716	5.8546
STK32A	5.3555	5.9172	5.8005	6.3261	5.8066	5.8807	5.8749	6.0541
STK32B	4.5706	4.5706	4.5706	4.5706	4.8304	4.5706	4.5706	4.5706
STK32C	7.1553	7.1974	7.2561	6.6338	7.0817	6.6066	6.5664	6.3502
STK33	5.8874	6.2018	5.6622	5.4453	5.4849	4.9607	5.1309	4.8744
STK35	10.8756	10.9057	10.9838	10.8775	10.7381	10.8848	10.8645	 10.982
STK36	9.92239	 10.376	10.0241	10.6143	10.1947	9.94391	10.6105	10.3461
STK38	11.4677	11.8711	 11.682	 11.948	11.6614	11.8649	 11.967	11.8723
STK38L	11.1123	11.1769	10.8846	11.1328	11.2784	11.0692	11.1444	11.1825
STK39	11.1374	10.7256	10.7167	10.6186	11.0028	10.8121	10.7476	10.7692
STK4	 10.185	10.1717	10.0661	10.1521	 10.285	 10.156	10.2098	10.2107
STK4-AS1	5.2356	5.1204	5.0628	4.5706	5.0567	5.0477	5.1005	4.8744
STK40	9.77283	9.81945	10.2634	10.0146	9.66413	9.81156	10.1471	10.1141
STL	4.5706	5.1565	5.2499	5.3446	 5.088	5.2423	5.3252	 5.173
STMN1	 11.034	10.8325	10.2159	9.56069	10.7131	9.81232	9.44733	8.90691
STMN2	7.42201	10.0804	10.1883	9.55494	7.09632	7.26012	 7.8174	7.76319
STMN3	8.1272	8.2986	7.9839	7.3944	6.9177	6.6375	6.5623	6.2368
STMN4	4.5706	5.1324	5.4836	5.2884	4.5706	4.5706	4.5706	4.5706
STMND1	5.0429	5.7138	5.8948	 5.543	5.3416	5.6836	6.0336	6.3783
STOM	10.0025	11.9415	12.4916	12.6155	10.4331	 12.261	12.6166	12.9812
STOML1	8.0288	8.3359	8.9082	8.7697	7.8525	8.7323	8.6223	8.9046
STOML2	10.8838	 10.153	 10.128	9.64247	10.6986	 10.321	9.74238	9.70182
STOML3	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
STON1	5.7903	5.6408	5.2948	5.7678	5.3583	5.5849	5.4281	5.3944
STON1-GTF2A1L	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706
STON2	9.0257	 9.153	9.1684	9.6405	8.9218	9.0901	 9.429	9.5278
STOX1	5.9743	5.5698	5.2499	4.9917	6.0493	5.5398	5.1697	 5.173
STOX2	6.9143	6.5617	6.2564	6.4077	6.9686	6.6506	 6.719	6.2218
STPG1	7.9926	8.3683	8.5093	8.7323	8.1784	 8.368	8.3777	8.9219
STPG2	4.5706	4.8468	4.9652	4.8754	4.8304	4.8653	4.8777	4.8485
STRA13	8.9186	8.1269	 8.441	8.0852	8.3973	8.3279	7.8218	8.2931
STRA6	9.3369	8.6462	9.1633	8.8314	9.2965	8.6414	8.4803	8.1286
STRADA	9.2127	9.1533	9.0489	9.1057	9.2072	9.0683	 8.969	9.0261
STRADB	9.2856	 9.125	 8.869	 9.009	9.0002	 9.062	9.0524	9.0636
STRAP	10.9178	10.5618	10.6766	10.4716	10.6671	10.6018	10.4227	10.5327
STRBP	9.6998	 9.647	9.5564	9.6367	9.8637	9.6396	9.5652	9.5531
STRC	6.7558	7.3703	7.1432	7.9622	7.2514	7.1067	7.9932	7.9056
STRF6	18.1097	17.8015	17.6269	 17.309	 18.279	17.7605	17.6145	17.4346
STRIP1	9.7052	9.9702	9.8689	9.8849	9.6456	9.8585	9.7269	9.8128
STRIP2	7.3301	7.7392	7.9118	 8.317	7.8639	7.7326	8.4177	8.0613
STRN	10.2204	10.8361	10.6649	11.1154	10.6612	10.8669	11.1919	11.1176
STRN3	9.79733	10.0885	10.0002	10.1669	9.91355	 10.185	10.2605	10.2081
STRN4	11.1489	11.0923	11.2735	11.1139	10.9153	11.0166	11.0283	11.1595
STS	 10.429	10.9894	11.2029	11.2252	10.4331	10.8692	11.2423	11.3499
STT3A	12.0546	11.7909	12.0548	11.8275	12.0591	11.9883	11.9955	12.0509
STT3B	11.9639	 11.958	11.9011	11.7946	12.1486	  12.06	12.0398	 11.946
STUB1	 10.724	10.2616	10.5082	10.2524	10.4569	10.4415	10.0697	10.4247
STX10	9.5358	8.9872	9.3212	 9.192	 9.304	9.1162	9.0748	9.3595
STX11	5.0924	5.7681	6.1872	6.1765	5.3212	5.9688	6.2792	6.1989
STX12	10.4745	10.6995	10.9283	10.9802	10.5151	10.8665	10.9843	11.1314
STX16	11.3777	11.7113	11.5227	11.9655	11.5638	 11.538	11.9033	 11.766
STX17	9.57896	10.0065	9.63539	 10.148	9.95109	9.70886	10.0378	9.96423
STX18	 9.792	9.6146	9.6488	9.5985	 9.861	9.6829	9.6647	9.7712
STX19	5.6283	5.8801	5.9452	5.7678	5.9039	5.9623	 6.044	 5.912
STX1A	7.7184	8.8442	8.9295	8.8813	  7.77	7.6136	7.7103	7.6139
STX1B	 5.598	5.9329	5.7176	 5.893	6.0048	   5.5	5.8991	5.7208
STX2	7.7019	 8.021	7.4715	7.4439	 7.456	7.3402	6.9833	6.6766
STX3	10.9425	11.0074	11.1579	11.4267	11.1087	10.9072	11.2384	11.5861
STX4	9.64982	9.88363	10.1897	10.1198	9.40003	9.92174	10.0374	 10.251
STX5	9.67641	9.71138	  10.17	9.84457	9.52804	9.76767	9.92506	10.0948
STX6	 10.097	9.92307	9.78763	9.80636	9.89945	9.96657	9.94954	9.90011
STX7	10.9706	11.2101	 11.375	11.5426	11.0707	11.3837	11.5386	11.7506
STX8	 8.283	8.0107	7.9278	7.6856	8.5871	8.0486	7.9979	7.8914
STXBP1	9.7935	9.6942	9.4742	9.0488	9.0347	8.5487	8.6238	8.4097
STXBP2	11.7041	11.6956	 12.119	11.9496	11.6116	11.8421	 12.058	12.1852
STXBP3	10.1023	 10.426	10.5082	  10.44	10.2229	10.5668	10.6223	10.6833
STXBP4	8.4604	8.9776	8.6538	8.8991	8.5905	 8.598	8.7573	8.8011
STXBP5	9.81098	10.9596	10.6301	11.1815	10.3336	11.2207	11.1389	11.2869
STXBP5-AS1	5.4447	5.6342	5.4836	5.6528	 5.677	5.7208	5.5671	5.5177
STXBP5L	4.5706	 5.606	 6.106	6.5797	4.8304	4.5706	4.5706	4.5706
STXBP6	8.2746	7.2779	6.8107	6.5665	 7.999	7.2693	 6.719	6.5496
STYK1	8.4862	9.0957	9.6472	9.4001	8.8678	9.4028	9.9724	 9.716
STYX	9.0826	8.9547	8.7221	8.5632	9.1344	  8.93	8.6844	8.6077
STYXL1	8.9328	8.8947	9.0344	8.8228	8.8892	8.9196	8.9497	8.8845
SUB1	10.9319	10.7706	 10.733	10.5008	11.0827	10.8605	10.5989	10.6124
SUCLA2	 10.216	10.1167	10.1161	10.1029	10.2267	10.1752	10.1177	10.3104
SUCLG1	10.5674	10.4644	10.4042	10.5117	10.5953	10.4719	10.3133	10.5893
SUCLG2	11.8078	11.7401	11.8115	 11.634	11.9926	 12.089	11.9745	12.0147
SUCNR1	5.1532	5.4508	5.5015	5.5757	5.0567	4.5706	4.5706	4.5706
SUCO	10.7714	10.9023	10.7747	10.8027	10.7658	10.6999	10.8875	10.8301
SUDS3	11.0565	11.0653	11.0806	11.1616	11.0193	11.0981	11.0876	11.1839
SUFU	9.2646	9.1461	9.2163	9.0596	8.9741	9.2051	9.0661	9.1551
SUGP1	9.1997	 9.201	9.1786	9.1792	9.3484	 9.147	9.2708	9.1138
SUGP2	10.6531	11.1173	10.7207	11.1986	11.0155	10.7957	11.2028	10.8579
SUGT1	9.6965	9.3421	9.6081	9.3711	9.6223	9.6341	9.5201	9.6116
SUGT1P1	5.0429	5.3893	5.0853	5.0854	5.2026	5.1371	5.1814	5.0949
SUGT1P3	5.0231	4.9606	4.9916	5.2948	5.4901	5.2251	5.1814	4.8744
SULF1	4.5706	4.5706	4.8501	4.8689	4.5706	4.5706	4.5706	4.5706
SULF2	11.1915	11.3451	11.2614	 11.099	11.0223	11.2305	11.0666	10.9775
SULT1A1	10.1592	9.32113	9.86893	10.0943	9.80654	9.54927	9.77973	10.2701
SULT1A2	 6.493	6.1404	6.4994	6.5121	6.2751	 5.935	6.2792	6.8113
SULT1A3	9.6998	9.2363	9.9205	9.8272	9.7598	7.0645	9.2311	9.6587
SULT1A4	7.2471	6.5954	 8.553	7.3225	8.4097	9.7287	9.0307	8.9259
SULT1B1	8.27035	9.79893	9.82645	10.6752	8.77362	9.96169	10.5336	10.9161
SULT1C2	10.5519	  9.623	9.38866	9.57589	11.0739	9.78573	10.0712	9.69085
SULT1C2P1	5.6676	5.7066	5.2634	 5.922	5.9389	5.4735	6.1227	5.7546
SULT1C3	4.9053	4.5706	4.5706	4.5706	4.5706	4.5706	4.5706	4.8485
SULT1C4	4.5706	4.9691	4.8557	4.8662	4.5706	4.8552	4.5706	4.5706
SULT1E1	9.28724	11.4637	11.0343	11.6676	 9.8276	11.5572	 11.525	11.4355
