	ADNP	AHR	AKNA	ALX1	ALX4	ARID5A	ARID5B	ARNTL	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH7	ATOH8	BACH2	BCL6	BHLHE40	CBX2	CCDC169-SOHLH2	CDX2	CEBPA	CEBPD	CREB5	CXXC5	DACH1	DLX2	DLX5	DMBX1	DPF3	EBF1	EBF2	EBF3	EGR1	EGR2	EGR3	EGR4	EHF	ELF3	ELF4	ELF5	ESRRB	ESRRG	ETS1	ETV1	ETV4	ETV5	FEV	FLI1	FOS	FOSB	FOSL1	FOSL2	FOXA1	FOXA2	FOXB1	FOXC1	FOXC2	FOXE3	FOXJ1	FOXN3	FOXO1	FOXP2	GATA2	GATA3	GATA4	GATA6	GFI1	GLI1	GLIS2	GLIS3	HAND1	HES6	HEY1	HEY2	HHEX	HIC1	HIF1A	HIF3A	HIVEP2	HIVEP3	HMGN3	HOMEZ	HOXA10	HOXA9	HOXB2	HOXB3	HOXB9	HOXD1	HOXD4	HSF2	HSF4	INSM1	IRF4	IRF8	IRX1	IRX2	IRX3	ISL1	JAZF1	JUNB	KLF10	KLF11	KLF7	LHX1	LHX6	LHX8	LMX1A	LMX1B	MAFA	MAFB	MAFF	MECOM	MEF2C	MEIS2	MLXIPL	MNX1	MSX1	MSX2	MXI1	MYBL1	MYC	MYCN	MYRF	MYT1	MYT1L	NEUROD1	NEUROD2	NEUROG3	NFIA	NFKB2	NHLH1	NKX2-2	NKX2-8	NKX6-1	NKX6-2	NPAS1	NPAS3	NPAS4	NR2F1	NR4A2	NR4A3	OLIG3	ONECUT2	ONECUT3	OSR2	PAX4	PAX6	PBX1	PBX3	PDX1	PITX1	POU3F2	POU3F4	POU5F1	POU6F1	PRDM14	PRDM16	PRDM8	PTF1A	RARB	RELB	RFX2	RFX3	RFX4	RFX6	RORC	RUNX1	RXRG	SATB2	SCRT1	SHOX2	SIM1	SIX2	SKOR1	SOHLH2	SOX1	SOX3	SOX4	SOX9	SP5	SPIB	ST18	STAT1	STAT4	TBX2	TBX20	TBX3	TBX4	TCF24	TEAD1	TEAD2	TFAP2A	TFAP2B	TFCP2L1	TGIF2	TP63	TSHZ1	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP82	ZFP90	ZFP92	ZIC1	ZIC2	ZIC5	ZNF385B	ZNF503	ZNF835
PCDH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.47326	0	0	0	0.76691	0.72209	0	0	0	0	-0.73161	0	0	0	0	0	0	0	0	0	0.87526	0	-0.67016	0	0.90106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.29383	0	0	0	0	0	0	0	0	0	0	0.75497	0	0	0	0	0	0	0	0	0	0	0	0	0.73897	0	0	0	0	0	0	0.37689	0	0	0	0	0	0	0	0	0.95092	0.7377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7654	0	0	0	0	0	0	0	0	-0.027378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB19P	0	0	0	0	0	0	0	0	0.70035	0	0	0.76575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67984	0	0	0	0	0	0	0	0	0	0	0	0.69665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94084	0.90106	0	0	0	0	0	0	0	0	0	0.95493	0	0.1963	0	0	0	0	0	0	0	0	0	-0.47326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHB6	0	0	0	0.52837	0.091297	0	0	0	0.29951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79605	0	0	0.75497	0	0	0.30285	0	0	0	0	-0.2228	0	0.30606	0	0	0	0	0	0	0	-0.015046	-0.5969	0	0.37569	0	0	0.68841	0	0.73897	0	0	0	0	0.22188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.04549	0	-0.97044	0	0	0	0	0	0	0	0	0	0	0	-0.031748	0	0	0	0	-0.72209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38619	0	0	0	0	0	0	0	0	0	0	0	0
PCDP1	0	0	0	0	0	0	0	0	0	0	0	0	-0.71864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60507	0	0	0.63598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29334	0	0	0	0	0	0	0	0.62607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.080303	-0.63041	0	0	0	0	0	0	-0.67984	-0.67237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38302	0	0	0.52882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5456	0	0	0	0	0	0	0
PCED1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52174	0	0	0	0	0	0	0	0	0	0	0	-0.59894	0	0	0	0	0	0	0	0	0.57008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.51085	0	0	-0.41279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.32206	-0.22879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.46603	0	0	0	0	0	0	0	0	-0.56508	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.42537	0	0.60507	0.35391	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.39316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCOLCE2	0	0	0	0	0.81064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.40655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97703	0	0	0	0	0	0	0	0	0	0	0	0	-0.97703	0	0	0	0	0	0	0.39817	0	0	0	-0.5969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37773	0	0	0	0	0	0	0	0	0	0	0	-0.7086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83439	0	0	0	0	0	0	0	0	0	0	0	0	-0.2642	0	0	0	0	0	0	0	0	0	0	0	0
PCSK1	0	0	0	0	0	0	0	0	0.74405	0	0	0	0	0	0	0	0.11853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95493	0	0	0	0	0	0	0	0	0.87794	0	0	0.95493	0	0	0	-0.52752	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86794	0	0	0	0	0.95493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56332	0	0	0	0.56561	0	-0.089605	0	0	0	0	-0.083897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35715	0	0	0.22058	0.16903	0.21353	0.50624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSK1N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.91445	0	0	0	0	0	0	0	0	0	0	0.38302	0	0	0.55913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60736	0	-0.71328	0	0	0	0	0	0	0	-0.30486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69665	0	0	0	0.31579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.79218	0	0	0	0	0	0	0	0	0	0	0.87234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1277	0	-0.25708	0	-0.12939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9438	0	0	0
PCSK2	0	0	0	0	0	0	0	0	0.84302	0.77791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043869	0	0	0	0	0	-0.40655	0	0	0	0	0	0.10779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63115	0	0	0	0.73161	0	0	-0.27075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.99612	0	0	0	0	0	0	0	0	0.79605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.50398	0	0	0	-0.97992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29147	0	0	0	0	0	0	0	0	0	-0.35916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13591	0	0	0	0	0	0	0	0	0.67639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCSK6	0	0	0	0	0	0	0	0	0	0	0	0.81064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13805	0	0.57008	0	0	0	0	0	0	0	0.0033122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56173	0	0	0.73161	0.75497	0	0	0	0	0	0	-0.56899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.79605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97378	0	0	0	0	0	0	0	0	0	0	0	0.65183	0	0	0
PDE1C	0	0	0	-0.031748	0	0.89468	0	-0.89468	0	0	0	0	0	0	0	0	0	0	0	0.33235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73161	0	0	0	0	0	0	0	0	-0.67269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.14676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.095666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.84302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.098626	0	0.56244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3056	0	0	0	0	-0.48957	0	0	0
PDE2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6081	0	0.67639	0	0	0	0	0	0	0	0	0	0	0.8266	0	0	0	-0.020648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1172	0	0	0	0	0	0	0	0	0	0	0.47326	0	0	0	0	0	-0.15359	0	0	0	0	0	0	-0.92442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8081	0	0	0	0	0	0	0	0	0	0	0	0.73161	0.70292	0	0	0	0	0	0	-0.9438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE3A	0	0	0	0	0	0	0	0	-0.48703	0	0	0	0	0	0	0	0.653	0	0	0	0	0	0	0	0	0	0	0	-0.67047	0	0	0	0	0	0	0	0	0	0.43964	0	0	0	0.74405	0	0	0	0	0	0.023855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.69665	0	0	0	0	0.79218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68421	0	0	0	0	0.3686	0	0	0.41536	0.61335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.066385	0	0	0	0	0	0	0
PDE4A	0	0	0	0	0	0	0	0	0.1796	0	0	0	0	0	0	0	0	-0.81064	0	0.70412	0	0	0	0	0	0	0	0	0	0	0	0.75497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62082	-0.74027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.86991	0	0	0	0	0	0	0.74405	0	0	0	0	-0.68841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65884	0	-0.31727	0	0	0	0	0	0	0	0	0	0	-0.6654	0	0.33235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.74278	0	0	0	0	0	0	0	-0.040839	0	0	0	0	0	0	0	0	0	0.15599	0	0	0.78985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.75109	0	0	0	0	-0.34517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6654	0	0	0	0	0	0	-0.82111	0	0	0.28118	0	0	-0.4365	0	0	0	0	0	0	0.27086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36431	0	0	0	0	0	0	0	-0.49581	0	0	0	0	0	0	0	0	0	0	0	0	0.65226	0	0	-0.14989	0	0	0	0	0	0	0	0	0	0	0	0	-0.642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.041896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43865	0	0	0	0
PDIA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22364	0	0	0.35335	0	0	0	0	-0.92442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24979	0	0.29147	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.11684	0	0	0	0	0	0	0	0	0	0	0	0	0.39204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDK4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53858	0	0	0	0	0	0	0	0	0	0	0	0.080761	-0.58418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.5969	0	0	0	0	0	0	0	0	0	0	-0.80405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.32854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.82477	0	0	0	0	0	0	0	0	0	0	0	0.70412	0	0	0.35765	0	0	0	0	0	0	0	-0.36304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.27086	0	0	0	0	0	0	0	-0.35493	0	0.47326	-0.39785	-0.89116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM3	0	0	0	0	0	0	0	0.56804	0	0	0	0	0	0	0	0	0	0	0	0	-0.29658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87794	0	0	0	0	0	0	0	0.0605	0	0	0	0	0	0	0.89116	0	0	0	0	0	0	0	0	0	0	0.62227	0	0	0	-0.10825	0	0	0.73161	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71244	0	0.48957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.89782	0	0	-0.11853	0	-0.67984	0	0	0	0	0	0	0	0	0	0.47132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8408	0	0	0	0	0	0	0	-0.0030655	0	0	0	0	0	0	0	0	-0.92791	0.8266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDLIM5	0	0	0	0	0	0.92791	0	0	0	0	0	0	0	0	0	0.75497	0	0	0	-0.76691	0	0	0	0	0	0	0	0	0.24429	0	0	0	0	0	0	-0.52597	0.84302	0	0	0	0	0	0	0	0	0	0	0.5469	0	0	0.99151	0	0	0.39926	0.67016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12939	0	0	-0.80715	0	0	0	0	0	0	0.77713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56082	0	0	0	0	0	0	0	0	0.80944	0	0	0	0	-0.63598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71328	0.29419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDX1	0	0	0	-0.99986	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.030092	0	0	-0.91794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65884	0	0	0	0	-0.45028	0	0	0	0	-0.94084	0	0	0	0	0	0	-0.006272	0	0	-0.6654	0	-0.65884	0	-0.21431	0	0	-0.75109	0	0	0	0.60106	0	0	0	0	0	-0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50303	0	0	0	0	-0.70412	0	0	-0.31769	0	0	0	0	0	0.642	0	0	0	0	0.99803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.85078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZD8	0	0	0	0	0	0	0	0	0	0	0	-0.16903	0	0	0	0	0	0	0	0	-0.060958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.85507	0	0	0	0	0	0	0	0	-0.80944	0	0	0	0	-0.61205	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62607	0	0	0	0	0	0	0	0	-0.8408	0.60106	0	0	0	0	0	0	0	-0.091966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81064	0	0	-0.74405	0	0	0	0	0	0	0	0	-0.83439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27537	0	0	0	0	0.72209	0	0	0	-0.7265	0	0	0	0	0	0	-0.021776	0	0	-0.9438	0	0	0	0.6654	0	0	0	0	0	0	0	0	0.1111	0	0	0	0	0	0	0	0	0	0	0	0	0.39722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDZK1	0	0	0	0	0	0	0	0	0	0	0	0.10825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.57703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.056378	0.27051	0	0	0	0	0	0	0	0	0	-0.78087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38756	0	0	0	0	0	0	0	0	0	-0.037984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16128	0	0	0	0	0	0	0	0	0	0	0	0.21586	0	0	0	0	0	0	0	0	0	0	0	0.22075	0	0	0	0	0	0	0	0.047322	0	0	0	0	0	0	0.63598	0	0	0	0	0	0	0	0	0	0	0	0.65592	-0.76691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61681	0	0	0	0	0	0	0	0
PEG10	0	-0.98273	0	0	0.12519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98273	0.24249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.99426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.66476	-0.53108	0	0	0	0	-0.98273	0	0	0	0	0	0	0	0	0	0	0	0	0.54989	0	0	0	0	0.21032	0	0	0	0	0	0	0	0.76473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97992	0.98273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98273	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.98273	0	0	0	0	0	0	0	0	0	0	0	-0.21032	0	-0.98273	0	0	0	0	0	0	0	0	-0.64577	0.92442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PER2	0	0	0	0	0	0	0	0	0	0	0.17576	0	0	0	0	0	0.31522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8266	0	0	0.95493	0	0	0	0	0	-0.98273	0	0	0.41279	-0.44591	0	0	0	-0.19408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.44937	0	0.42537	0	0	0	0	0.9438	0	0	0	0	0	-0.098273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2025	0.1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.021494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61205	0	0	0	0	0	0	0	0.40655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95493	0	0	0	0.40042	0	0	0	0	0	0	0	0	0.50624	0	0	0	0	0	0	0	0	0	0	0	0
PFKP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63115	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3321	0.97992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87794	0	0	0	0	0	0	0	0	0.41032	0	0	0	0	0	0	0	0	0	0	-0.71762	0	0	-0.76691	0	0	0	0	0	0	0	0	0	0.94753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.94084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.73161	0	0	0	0	0	0	0	0	0.57481	0	0	0	0.85289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.35867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PGA3	0	0	0	0	-0.20909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.043023	-0.55447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92791	-0.14732	0	0	0	0	0	0	0.77678	0	0	-0.40655	0	0	0	0	0	0	0	0	0.48122	0	0	0	-0.95092	0	0	0	0	0	0	0	0	0	0	0.040028	0	0	0	0	0	0	0	0	0	0	0	0	0.006272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12939	0	0	0	0.81064	0	0	0.83665	0	0.57008	0	0	0	0	0	0	0	0	0	-0.23693	0	0	0	0	0.0082805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.22879	0	0	0	0	0	0	0	0	0	0
