	ADNP	AHR	AKNA	ALX1	ALX4	ARID5A	ARID5B	ARNTL	ARX	ASCL1	ASCL2	ATF5	ATF6	ATOH7	ATOH8	BACH2	BCL6	BHLHE40	CBX2	CCDC169-SOHLH2	CDX2	CEBPA	CEBPD	CREB5	CXXC5	DACH1	DLX2	DLX5	DMBX1	DPF3	EBF1	EBF2	EBF3	EGR1	EGR2	EGR3	EGR4	EHF	ELF3	ELF4	ELF5	ESRRB	ESRRG	ETS1	ETV1	ETV4	ETV5	FEV	FLI1	FOS	FOSB	FOSL1	FOSL2	FOXA1	FOXA2	FOXB1	FOXC1	FOXC2	FOXE3	FOXJ1	FOXN3	FOXO1	FOXP2	GATA2	GATA3	GATA4	GATA6	GFI1	GLI1	GLIS2	GLIS3	HAND1	HES6	HEY1	HEY2	HHEX	HIC1	HIF1A	HIF3A	HIVEP2	HIVEP3	HMGN3	HOMEZ	HOXA10	HOXA9	HOXB2	HOXB3	HOXB9	HOXD1	HOXD4	HSF2	HSF4	INSM1	IRF4	IRF8	IRX1	IRX2	IRX3	ISL1	JAZF1	JUNB	KLF10	KLF11	KLF7	LHX1	LHX6	LHX8	LMX1A	LMX1B	MAFA	MAFB	MAFF	MECOM	MEF2C	MEIS2	MLXIPL	MNX1	MSX1	MSX2	MXI1	MYBL1	MYC	MYCN	MYRF	MYT1	MYT1L	NEUROD1	NEUROD2	NEUROG3	NFIA	NFKB2	NHLH1	NKX2-2	NKX2-8	NKX6-1	NKX6-2	NPAS1	NPAS3	NPAS4	NR2F1	NR4A2	NR4A3	OLIG3	ONECUT2	ONECUT3	OSR2	PAX4	PAX6	PBX1	PBX3	PDX1	PITX1	POU3F2	POU3F4	POU5F1	POU6F1	PRDM14	PRDM16	PRDM8	PTF1A	RARB	RELB	RFX2	RFX3	RFX4	RFX6	RORC	RUNX1	RXRG	SATB2	SCRT1	SHOX2	SIM1	SIX2	SKOR1	SOHLH2	SOX1	SOX3	SOX4	SOX9	SP5	SPIB	ST18	STAT1	STAT4	TBX2	TBX20	TBX3	TBX4	TCF24	TEAD1	TEAD2	TFAP2A	TFAP2B	TFCP2L1	TGIF2	TP63	TSHZ1	ZBTB4	ZFHX2	ZFP2	ZFP28	ZFP62	ZFP82	ZFP90	ZFP92	ZIC1	ZIC2	ZIC5	ZNF385B	ZNF503	ZNF835
ADAM28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.42171	-0.0025018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95092	-0.8266	0	0	0	0	0	0	0	0	0	-0.84302	0	0	-0.10201	0	0	0	0	0	0	0	0	0	0	0	0	-0.084531	0	0	0	0.65694	0	0	0.013566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14197	0	0	0	0	0	0	0	0	-0.1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95493	0	0	0	0	0.33157	0	0	0	0	-0.95493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.20004	0	0	0	0	0	0	0	0	0	0	0	0.78087	0	0	0	0	0	0
ADAM8	0	0	0	0	0	0	0	0.63115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.63598	0	0	0	0	0.25571	0	0	0	0	0	0	0	0	0	0.44429	0	0	0	0	0	0	0	0	0	0	0	-0.031043	0	0	0	0	0.26173	0	0	0.85289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.098062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25571	0	0	0	0	0	0	0	0	0	0	-0.10469	0	0	0	0	0	0	0	-0.82304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS12	0	0.18428	0	0	0	0	0	-0.63115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.56734	0	0	0	0	-0.41279	0	0	0	-0.10655	0.27343	0	0	0	0	0.97378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.56082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92097	0	0.97044	0	0.27343	0	0	0	0	-0.021776	0	0	0	0	0	0.12128	0	-0.67984	0	0	0	0	0	0	-0.28083	0	0	0
ADAMTS15	0	0	0	0	0	0	-0.91794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83665	0	0	0	0	0	0	0	0	0	0	0	-0.71328	0	0	0	0	0	0	0	0	0	0	-0.054017	0	-0.67984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.018111	0	-0.37569	0	0	0	0	0	0	0	0	0.53062	0	0	0	0.8574	0	0.50543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.069098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17301	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42421	0	0.92442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.72075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.77583	0.18978	0	0	0	0	0	0.97044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.06487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.53316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48774	0	0.29042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS20	0	0	0	0	0.95493	0	0	0	0	0	0	0	0	0	0	0	-0.17378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.37773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.41279	0.10169	0	0	0	-0.07382	0	0.92791	0	0	0	0	0	0	0	0	0	0	0	0.30243	0	0	0	0	0	0	-0.13295	0	0	0	0	0	0	0	0	0.79605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60447	0	0	0	0	0	0	0	-0.13513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45285	0.92097	0	0	0	0	0	0	0	0	0	0	-0.78087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.49443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.41135	0	0	0
ADAMTS5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.14732	0	0	0	-0.45028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.054017	-0.87794	0	0	0	0	-0.57445	0	0	0	-0.40655	0	0	0	0	0	0.006272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45285	0	0	0.86991	0	0	0	0	0	0	0	0	0.77396	0	0.57703	0	0	0	0	0	0	0	0	0	0	0.48087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS9	0	0	0	0	0	0	0	0	-0.50504	0	0	0	0.017019	0	0	0	0	0	0	-0.57481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0055673	0	0	0	0	0	0	0	0	0	-0.87794	0	0	0	0	0	-0.054017	-0.97044	0	0	0	0	-0.10426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084531	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97703	0	0	0	0	0	0	0	0	0	0	0	0.0031712	0	0	0.76526	0	0	-0.73161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18037	0	0.75497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTSL1	0	0	0	0	0	0	0	0	0	0	0.45201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1697	0	0	0	0	0	0	0	0	0.92097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2642	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.55208	0	0	0.6654	0	0	0	0	0	0	0	0	0	0	0	0	0.29891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68841	-0.67639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80944	0	0	0
ADAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.2155	0	0	0	0.86991	0	0	0	0	-0.36265	0	0	0	0	0	0	0	0	0	0.71864	0	0	0	0	0	0	0	0	0	-0.1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.74405	0	0	0	0.63876	0	0	0	0	0	0	0.91445	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.31878	0	0	0	0	-0.38122	0	0	0	0	0	0.8266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.043869	0	0	0	0	0	-0.84302	0	0	0	0	0	0	0	0.50567	0	0	0	0	-0.97703	0	0	0	0	0	-0.74278	0	0	0	0	0	0	0.06487	0	0	0	0	0	0	0	0	0	0
ADCK3	0	0	0	0	0.11455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87234	0	0	0	0	0.89782	0	0.054369	0	0	0	0	0	0	0	0	0	0	0.8574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15028	0	0	0	0	0	-0.14623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADCY1	0	0	0	0	0	0	0	0	0.60948	0	0.87794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.46564	0	0	0	0	0	0	0	0	0	0	0.90106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43206	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.81064	0	0	0	0	0	0	0	0	-0.69665	0	-0.020226	0	0	-0.58129	0	0	0	0	0	0	0.12801	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49796	0	0	0	0	0	0.90106	0	0	0	0.39757	0	0	0	0	0	0	0.31579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92791	0	0	0	0	0	0	0	0	0	0	0	0
ADCY9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30786	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.65028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38302	0	0	0	0	-0.70412	0	0	0	0	0	-0.43964	0	0	0	0	0	0	0	0	0.5469	0	0	0	0	0	0	0	0	0	0.74405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.61149	0.10078	0	0	0
ADCYAP1	0	0	0	-0.95493	0.15729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.12562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12128	0.41811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.71762	0.95493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.15398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18601	0	-0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.80567	-0.20004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23658	0	0	0	0
ADCYAP1R1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40042	0	0	0	0	-0.017653	0	0	0	0	0	0	0	0	0	0.86991	0	0	0	0	0	0	0	0	0	0	0	-0.55913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.02241	0.69665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21984	0	0	0	0	0	0	0	0	0.024313	0	0	0.20307	0	0	0	0.64105	0	0	0	0	0	0	0	0.56409	0	0	0	0.67984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.60046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0099013	0	0	0	0
ADH1A	0	0	0	0	-0.017019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.47326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95092	0	0	0	0	0.26765	0	0	0	0	0	0	0	0	0.54137	-0.60447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.089605	0	0	0	0	0	0	0	0.18101	0	-0.82111	0	0	0	0	0	-0.71328	0	0.19507	0	0.9438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57255	0	0	0	0	0	0	0	0	0	0	0	0	0.68841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADH1B	0	0	0	-0.85507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00052854	0	0	0	0	0	0	0	0	0	0.95493	0	0	0	0	0	0	0.94084	0	0	0	0	0.14732	0	0	0	0	0	0	0	0	0	-0.89782	0	0	0.58791	0	0	0	0	0.87794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22569	0	0	0	0	0	0	0	0	0	0.49796	0	-0.47801	0	0	0	0	0	-0.40042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.083298	0	0	0	0	0	0	0	0	0	0	0.35493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.48122	0	0	0	-0.2654	0	0	0	0	0	0	0	0
ADNP	0	0	0	0	-0.51402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.056096	0	0	0	0	0	0	0.43964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15729	0	0	0	0	0	0	0.73897	0	0	0	0	0.99426	0	0	0	0	0	0	0	0	0	0	0	0.39426	0	0	0	-0.65627	0.13266	0	0	0	-0.90106	0	0	0	0	0	0	0	0	0.57932	0	0	0	0	0	-0.32364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11409	0	0.50624	0	0	0	0	0	0	0	0	0	0	-0.34517	0	0	0	0	0	0	0	0	0	0.38034	0	0	0	0	0	0	0	0	0	0.16071	0	0.16071	0	0	0	0	0.5407	0.0042636	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.90106	0	0	0	0	0	0	0	0	0	0
ADRA2A	0	0	0	0	0	0	0	-0.041896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037984	0	0	-0.64105	-0.62016	-0.92791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.047322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.76691	0	0	0	0	0	0	0	0	0	0.91445	0	0	0	0	0	0	0.073397	0	0	0	0	-0.68841	0	-0.16589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5222	0	0	0	0	0	0	0	0	0	0.53337	0	0	0	0	0.58742	0	0	0	0	0	0	-0.15729	0	0	0	0.36378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ADRA2B	0	0	0	0.97992	0.69665	0	0	0	0	0	0	0	0	0	0	0	0.72075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.1432	-0.032805	0	0	0	0	0	-0.75497	0	0	0	-0.77354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.58418	0	0	0	0	0	0	0	0	0.63115	-0.16473	0	0	0	0	0	0	0	0	0	0	0	0	0.22879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.83665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.89782	-0.025934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.095666	0	0	0.4593	0	0	0.80567	0	0.54743	0	-0.61751	0	0	0	0	0	0	0	0	0	0	0	0	-0.43041	0	0	0
AF116693	-0.87794	0	0	0	0	0	0	-0.30201	0	0	0	0	0	0	0	0	0	0	0	0.81064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.69577	0	0	0	0	0	0	0	0	0	0	0	0	-0.70944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.52882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.71163	0	0	0	0	-0.92791	-0.084531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.92791	0	0	0	0	-0.15729	0.032805
AFAP1L2	0	0	0	0	0.4593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.55377	0	0	0	0	0.99151	0	0	0	0	0	-0.21276	0	0	0	0	0	0	0	-0.77967	0	0	0	0	0	0	-0.047322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.078541	0	0	0	0	0.36431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.62861	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.6654	0	0	0	0.26286	0	0	0.12128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67192	0	0	0	0	0	0	0	0.069098	0	0	0	0	0	0	0
AFF3	0	0	0	-0.15226	0	0	0	0	0	0	0	0	0	0	0	-0.83439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.67805	0	0	0	0	0	0	0	0	0	0	0	0	-0.6654	0	0	0	0	-0.16589	0	0	0	0	0	0	0	0	-0.11815	0	0	-0.72999	0	0.16903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.37773	0	0	0.71328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.97378	0.39426	0	0.92442	0	0	0	0	0	0.79605	0	0	0	0	0	0	0	0	0	0.32512	0	0	0	0	0	0	0	0	0	0	0	0.63041	0	0	0	0	0	0	0	0	0	0	0	0.63598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AFP	0	0	0	0.030585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87526	0.30891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.97044	0.3407	0	0	0	0	-0.58164	0	0	0	0	0	0	0	0.91794	-0.22188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.76589	0.45669	0	0	0	0	0	0	0	0	0.18897	0	0	0	0	0	0	0	0	0	0	0	0.60507	0	0	0	-0.065891	0.48087	-0.18428	0	0	0	-0.68629	0	0	0	0	0	0.27741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.26938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AGAP2-AS1	0	0	0	0	0	0	0	0	0	0	0.92791	0	0	0	0	0	0.9993	-0.88851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90106	0	0	0	0	0.59331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28379	0	0	0	0	0	0	0	0	0	0.94084	0	0	0.20307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57417	0	0	0.57135	0	0	0	0.73161	0	0	0	0	0	0	0	0	0	0	0	0.95493	0	0	0.48957	0	0	0	0.3686	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4593	0	0	0	0	0	0	0	0	0	0.50624	0	0	-0.43164	0	0	0	0	0	0	0	-0.74405	0	0	0	0	0	0	0	0	0	0
AGT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.13591	0	0	0	0	0	0	0	0	0	0.57445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34447	0.22364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.88851	0	0	0	0	0	0	0	0	0.092389	-0.81832	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81064	0	0	0	0	0	0.22833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.57678	0	0	0	0.43964	0	0	0	0	0	0	0	0	0	0	0	0	0.52368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.10807	0	0	0	0	0	0	0	0	0	0	0	0
